"","program","Monitoring.Location.ID","slope","tau","chi_square","z","n_values","mean","min","max","coefficient.of.variation"
"1","BBAP","BB14",-0.126374999999999,-0.103888888888889,0.979902689688172,0.443582052758789,60,27.4396666666667,17.606,33.944,0.152858635344283
"2","BBAP","BH22",0.137499999999999,0.142063492063492,0.876605569958923,0.28449831958946,43,26.9809534883721,21.468,32.045,0.127311811308
"3","BBAP","CWA2",0.0920000000000005,0.153153153153153,0.317367848462803,0.903076203753795,38,27.0688157894737,18.644,32.438,0.147318319926148
"4","BBAP","CWA4",NA,NA,NA,NA,3,24.801,21.955,29.728,0.1727356621438
"5","BBAP","CWA5",-0.127,-0.5,0.151346092088075,0.470100759874129,14,26.0775,21.565,32.076,0.128175100053806
"6","BBAP","DM00",NA,NA,NA,NA,4,27.79625,20.545,33.789,0.218477491674596
"7","BBAP","DM08",-0.135999999999999,-0.0647887323943662,0.782906167830181,0.447540007055268,71,27.5197183098592,17.746,33.644,0.135667737534675
"8","BBAP","DM28",NA,NA,NA,NA,2,25.2935,23.1,27.487,0.122643266019546
"9","BBAP","FK01",NA,NA,NA,NA,1,31.283,31.283,31.283,NA
"10","BBAP","JFK03",0.0783333333333331,0.0157232704402516,0.420151626473761,0.870325607148542,53,27.9124905660377,18.128,34.688,0.139780844945411
"11","BBAP","JT29",NA,NA,NA,NA,1,28.887,28.887,28.887,NA
"12","BBAP","JT61",0.1045,0.107843137254902,0.233626912440186,0.629550453470872,35,27.4256571428571,18.431,32.408,0.123339283428292
"13","BBAP","JT66",-0.203749999999999,-0.0744047619047619,0.900095709947789,0.60854948208538,56,26.8439642857143,17.183,33.04,0.158913756249568
"14","BBAP","JT71",-0.0300000000000011,-0.0298850574712644,0.948245085609728,0.942492498568978,58,27.044224137931,17.299,33.391,0.159151394803064
"15","BBAP","LR03",0.0448749999999993,0.0527891156462585,0.693874792088901,0.78118295086715,70,27.2468142857143,19.366,32.564,0.106596432695948
"16","BBAP","LR05",NA,NA,NA,NA,2,29.8155,29.399,30.232,0.0197554945826296
"17","BBAP","LR06",NA,NA,NA,NA,2,28.7115,28.454,28.969,0.0126834192679265
"18","BBAP","LRNSP",NA,NA,NA,NA,1,27.249,27.249,27.249,NA
"19","BBAP","LRSC",NA,NA,NA,NA,1,31.258,31.258,31.258,NA
"20","BBAP","LRSP",NA,NA,NA,NA,2,27.4465,27.091,27.802,0.01831756039654
"21","BBAP","LRUP",NA,NA,NA,NA,2,28.335,27.228,29.442,0.05525090571897
"22","BBAP","MRDC",NA,NA,NA,NA,1,28.744,28.744,28.744,NA
"23","BBAP","MRDW",NA,NA,NA,NA,1,23.221,23.221,23.221,NA
"24","BBAP","MRMO",NA,NA,NA,NA,1,22.851,22.851,22.851,NA
"25","BBAP","MRRB",0.137499999999999,0.666666666666667,1,0.479500122186953,8,26.13675,22.832,29.422,0.102917697630871
"26","BBAP","MRSC",0.121500000000001,0.118421052631579,0.828195991291146,0.621135527942396,39,26.6193076923077,20.05,30.94,0.099354818045328
"27","BBAP","RB1A",0.0410000000000004,0.166666666666667,0.380151391353023,1,22,27.5842727272727,21.134,32.448,0.116695807273977
"28","BBAP","VR01",-0.186125,-0.111111111111111,0.776397610910361,0.241381244440815,54,26.9189444444444,17.516,32.644,0.152434370360837
"29","BBAP","VR11",-0.1835,-0.192708333333333,0.438747848743585,0.417502670939663,32,27.80171875,19,32.449,0.122555416692938
"30","BBAP","VS01",NA,NA,NA,NA,2,28.321,27.943,28.699,0.0188754890920882
"31","BBAP","WQ01",NA,NA,NA,NA,3,28.739,26.257,32.985,0.128557949457033
"32","BBAP","WQ02",NA,NA,NA,NA,2,31.6145,31.502,31.727,0.00503247009337406
"33","BBAP","WQ04",NA,NA,NA,NA,3,29.5333333333333,26.136,31.508,0.100059620747284
"34","BROWARD","1",0.26,0.133333333333333,0.374339830066105,0.162075789739707,29,26.7965517241379,21.3,31.5,0.110165492129547
"35","BROWARD","10",0.0649999999999993,0.0493827160493827,0.324890138184723,0.566279574045329,29,27.9965517241379,22.9,33.2,0.0977659833762302
"36","BROWARD","11",0.0999999999999988,0.0231111111111111,0.00169139070504087,0.286846473459359,56,26.95,19.8,30.7,0.0998914995955155
"37","BROWARD","110",0.0999999999999996,0.0133333333333333,0.175765017852906,0.439510140444555,29,26.5551724137931,20.3,31.1,0.111644674092278
"38","BROWARD","111",0.1025,-0.0653846153846154,0.360566069438967,0.674986713970489,29,27.7827586206897,19.2,32.3,0.105352267471426
"39","BROWARD","112",0.133333333333333,0.1,0.175310388164073,0.29450739368011,28,27.6214285714286,19.9,31.9,0.100259971555914
"40","BROWARD","12",0.2,0.0384615384615385,0.269600850396435,0.29450739368011,29,26.8655172413793,19.2,30.9,0.10839006438943
"41","BROWARD","120",0.299999999999999,0.207407407407407,0.444939511908867,0.102859761423394,29,26.7793103448276,21.3,30.4,0.103526226460729
"42","BROWARD","121",0.291666666666667,0.292753623188406,0.336590608172292,0.0179542648744045,54,27.2240740740741,19.4,32.2,0.112347041637683
"43","BROWARD","122",0.149999999999999,-0.0552380952380952,0.105730289899935,0.272793224295502,43,26.8511627906977,18.3,30.8,0.108902174900922
"44","BROWARD","123",0.0499999999999998,-0.0227272727272727,0.727896206251956,0.902523250177679,26,28.4769230769231,19.6,33.7,0.115511575743895
"45","BROWARD","124",0.145833333333333,0.103769841269841,0.243100191786487,0.159914320405788,56,26.3571428571429,21.4,30.3,0.0887154823152179
"46","BROWARD","125",0.0142857142857145,-8.88178419700125e-18,0.240886558198785,1,27,28.037037037037,22.9,33,0.100838871511538
"47","BROWARD","128",0,-0.02,0.0921400277629865,1,22,26.7590909090909,22.4,31.3,0.0930207092032502
"48","BROWARD","129",0.16,0.126666666666667,0.123040678680264,0.457717434427446,22,27.25,21.9,32.2,0.0927459390549555
"49","BROWARD","14",0.3,0.0615384615384615,0.291427950656286,0.251452186508022,29,26.8034482758621,18.7,30.8,0.10383642651579
