"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...1","BROWARD","111","08/30/2021 13:25:00",8.4,"ug/L",26.15322,-80.12933,0.5
"...2","BROWARD","125","02/24/2021 13:10:00",1.77,"ug/L",26.1289,-80.11855,0.5
"...3","BROWARD","111","05/17/2021 13:35:00",9.52,"ug/L",26.15322,-80.12933,0.5
"...4","BROWARD","15","03/03/2021 09:55:00",1.36,"ug/L",26.1183,-80.14363,0.5
"...5","BROWARD","29","05/19/2021 09:45:00",5.11,"ug/L",26.06153,-80.43357,0.5
"...6","BROWARD","121","11/08/2021 14:10:00",3.6,"ug/L",26.13533,-80.20202,0.5
"...7","BROWARD","26","05/20/2020 10:20:00",2.84,"ug/L",26.06812,-80.1686,0.5
"...8","BROWARD","26","09/23/2020 10:15:00",6.72,"ug/L",26.06812,-80.1686,0.5
"...9","BROWARD","6","03/12/2024 10:58:00",2.29,"ug/L",26.2062,-80.13263,0.5
"...10","BROWARD","112","03/12/2024 11:58:00",2.5,"ug/L",26.16392,-80.12632,0.5
"...11","BROWARD","26","08/23/2023 09:20:00",2.95,"ug/L",26.06812,-80.1686,0.5
"...12","BROWARD","29","05/13/2024 09:36:00",3.67,"ug/L",26.06153,-80.43357,0.5
"...13","BROWARD","129","03/05/2024 10:42:00",7.68,"ug/L",26.02595,-80.16338,0.5
"...14","BROWARD","32","05/13/2024 10:10:00",4.92,"ug/L",25.95677,-80.43062,0.5
"...15","BROWARD","31","02/26/2024 10:50:00",0.56,"ug/L",25.9642,-80.31062,0.5
"...16","BROWARD","33","02/26/2018 10:50:00",3.62,"ug/L",26.31338,-80.0806,0.5
"...17","BROWARD","2","05/02/2017 10:15:00",6.54,"ug/L",26.3277,-80.13158,0.5
"...18","BROWARD","6","05/02/2017 13:10:00",2.49,"ug/L",26.2062,-80.13263,0.5
"...19","BROWARD","129","09/06/2019 10:00:00",5.66,"ug/L",26.02595,-80.16338,0.5
"...20","BROWARD","28","03/06/2019 12:00:00",6.24,"ug/L",26.06385,-80.31325,0.5
"...21","BROWARD","5","03/07/2017 12:15:00",5.68,"ug/L",26.22162,-80.10303,0.5
"...22","BROWARD","124","11/15/2021 10:15:00",4.54,"ug/L",26.06565,-80.21588,0.5
"...23","BROWARD","40","02/24/2021 11:20:00",1.44,"ug/L",26.03485,-80.11713,0.5
"...24","BROWARD","4","08/25/2021 11:10:00",5.44,"ug/L",26.35132,-80.28333,0.5
"...25","BROWARD","23","08/30/2021 09:15:00",5.61,"ug/L",26.14965,-80.44182,0.5
"...26","BROWARD","37","09/01/2021 12:35:00",2.27,"ug/L",26.13877,-80.10807,0.5
"...27","BROWARD","39","02/24/2021 11:50:00",1.2,"ug/L",26.0655,-80.11408,0.5
"...28","BROWARD","2","05/25/2021 09:45:00",2.96,"ug/L",26.3277,-80.13158,0.5
"...29","BROWARD","14","05/17/2021 09:15:00",12,"ug/L",26.16428,-80.25662,0.5
"...30","BROWARD","64","07/22/2020 13:00:00",13.1,"ug/L",26.12837,-80.17503,0.5
"...31","BROWARD","64","05/21/2024 10:30:00",23.1,"ug/L",26.12837,-80.17503,0.5
"...32","BROWARD","38","05/15/2024 11:05:00",2.87,"ug/L",26.10265,-80.11868,0.5
"...33","BROWARD","19","05/21/2024 08:48:00",2.4,"ug/L",26.10898,-80.15908,0.5
"...34","BROWARD","39","05/15/2024 10:26:00",1.44,"ug/L",26.0655,-80.11408,0.5
"...35","BROWARD","20","01/22/2020 13:55:00",2.14,"ug/L",26.08717,-80.18547,0.5
"...36","BROWARD","40","05/03/2017 10:20:00",1.8,"ug/L",26.03485,-80.11713,0.5
"...37","BROWARD","64","06/27/2018 11:10:00",29.1,"ug/L",26.12837,-80.17503,0.5
"...38","BROWARD","64","08/21/2019 13:00:00",24.1,"ug/L",26.12837,-80.17503,0.5
"...39","BROWARD","36","06/25/2018 12:00:00",5.21,"ug/L",26.19035,-80.1025,0.5
"...40","BROWARD","16","03/13/2019 09:05:00",5.92,"ug/L",26.12202,-80.14653,0.5
"...41","BROWARD","19","10/03/2019 09:45:00",3.43,"ug/L",26.10898,-80.15908,0.5
"...42","BROWARD","11","11/12/2019 10:40:00",16.4,"ug/L",26.1733,-80.17093,0.5
"...43","BROWARD","22","09/05/2019 11:00:00",3.74,"ug/L",26.11607,-80.3166,0.5
"...44","BROWARD","12","05/18/2020 10:55:00",10.3,"ug/L",26.17312,-80.18698,0.5
"...45","BROWARD","122","09/14/2020 09:00:00",5.11,"ug/L",26.09983,-80.25017,0.5
"...46","BROWARD","15","04/29/2020 12:00:00",2.8,"ug/L",26.1183,-80.14363,0.5
"...47","BROWARD","6","05/28/2024 10:25:00",3.58,"ug/L",26.2062,-80.13263,0.5
"...48","BROWARD","120","11/06/2023 09:27:00",8.25,"ug/L",26.32458,-80.099,0.5
"...49","BROWARD","121","08/28/2023 11:27:00",31.9,"ug/L",26.13533,-80.20202,0.5
"...50","BROWARD","24","10/31/2023 09:53:00",1.38,"ug/L",26.0595,-80.14398,0.5
"...51","BROWARD","19","08/28/2023 08:40:00",3.06,"ug/L",26.10898,-80.15908,0.5
"...52","BROWARD","3","02/26/2020 11:50:00",20.7,"ug/L",26.32783,-80.20302,0.5
"...53","BROWARD","15","03/04/2020 12:35:00",1.38,"ug/L",26.1183,-80.14363,0.5
"...54","BROWARD","8","09/21/2020 12:50:00",4.54,"ug/L",26.2305,-80.20485,0.5
"...55","BROWARD","7","09/14/2020 11:35:00",12.4,"ug/L",26.21857,-80.17055,0.5
"...56","BROWARD","5","09/14/2020 12:25:00",12,"ug/L",26.22162,-80.10303,0.5
"...57","BROWARD","64","05/18/2020 11:05:00",4.37,"ug/L",26.12837,-80.17503,0.5
"...58","BROWARD","26","03/03/2021 10:10:00",0.817,"ug/L",26.06812,-80.1686,0.5
"...59","BROWARD","37","05/27/2021 09:25:00",1.71,"ug/L",26.13877,-80.10807,0.5
"...60","BROWARD","64","11/08/2021 12:45:00",4.55,"ug/L",26.12837,-80.17503,0.5
"...61","BROWARD","129","08/23/2021 11:30:00",26.4,"ug/L",26.02595,-80.16338,0.5
"...62","BROWARD","35","11/06/2023 11:25:00",1.05,"ug/L",26.2511,-80.08962,0.5
"...63","BROWARD","37","08/24/2023 12:28:00",18.8,"ug/L",26.13877,-80.10807,0.5
"...64","BROWARD","35","02/26/2018 12:05:00",5.48,"ug/L",26.2511,-80.08962,0.5
"...65","BROWARD","11","11/06/2018 10:50:00",39.8,"ug/L",26.1733,-80.17093,0.5
"...66","BROWARD","121","02/28/2018 11:10:00",8.26,"ug/L",26.13533,-80.20202,0.5
"...67","BROWARD","33","05/01/2017 10:35:00",4.55,"ug/L",26.31338,-80.0806,0.5
"...68","BROWARD","121","05/30/2019 11:30:00",4.8,"ug/L",26.13533,-80.20202,0.5
"...69","BROWARD","16","08/30/2018 11:30:00",26.3,"ug/L",26.12202,-80.14653,0.5
"...70","BROWARD","8","07/11/2017 12:20:00",3.37,"ug/L",26.2305,-80.20485,0.5
"...71","BROWARD","112","02/18/2020 12:40:00",4.36,"ug/L",26.16392,-80.12632,0.5
"...72","BROWARD","36","05/27/2021 10:05:00",4.16,"ug/L",26.19035,-80.1025,0.5
"...73","BROWARD","35","09/01/2021 11:40:00",3.27,"ug/L",26.2511,-80.08962,0.5
"...74","BROWARD","123","11/08/2021 15:00:00",4.36,"ug/L",26.09062,-80.17882,0.5
"...75","BROWARD","12","03/01/2021 10:05:00",1.72,"ug/L",26.17312,-80.18698,0.5
"...76","BROWARD","15","12/16/2019 11:35:00",3.07,"ug/L",26.1183,-80.14363,0.5
"...77","BROWARD","10","02/20/2020 13:30:00",3.39,"ug/L",26.13687,-80.11832,0.5
"...78","BROWARD","39","05/21/2019 10:30:00",1.49,"ug/L",26.0655,-80.11408,0.5
"...79","BROWARD","38","03/04/2019 10:05:00",1.83,"ug/L",26.10265,-80.11868,0.5
"...80","BROWARD","14","05/02/2017 10:10:00",8.96,"ug/L",26.16428,-80.25662,0.5
"...81","BROWARD","35","11/09/2021 12:05:00",1.96,"ug/L",26.2511,-80.08962,0.5
"...82","BROWARD","12","05/17/2021 09:45:00",5.81,"ug/L",26.17312,-80.18698,0.5
"...83","BROWARD","111","03/01/2021 13:35:00",5.92,"ug/L",26.15322,-80.12933,0.5
"...84","BROWARD","39","11/16/2021 11:50:00",1.12,"ug/L",26.0655,-80.11408,0.5
"...85","BROWARD","33","09/01/2021 10:30:00",6.11,"ug/L",26.31338,-80.0806,0.5
"...86","BROWARD","25","08/23/2021 12:05:00",6.69,"ug/L",26.04815,-80.15513,0.5
"...87","BROWARD","5","11/08/2021 13:10:00",2.67,"ug/L",26.22162,-80.10303,0.5
"...88","BROWARD","23","02/26/2018 09:25:00",1.53,"ug/L",26.14965,-80.44182,0.5
"...89","BROWARD","23","07/10/2017 09:45:00",1.88,"ug/L",26.14965,-80.44182,0.5
"...90","BROWARD","124","11/18/2019 09:20:00",3.8,"ug/L",26.06565,-80.21588,0.5
"...91","BROWARD","12","06/26/2018 09:10:00",5.4,"ug/L",26.17312,-80.18698,0.5
"...92","BROWARD","24","08/23/2021 10:30:00",3.46,"ug/L",26.0595,-80.14398,0.5
"...93","BROWARD","121","03/08/2017 11:30:00",1.76,"ug/L",26.13533,-80.20202,0.5
"...94","BROWARD","32","02/26/2018 11:00:00",2.75,"ug/L",25.95677,-80.43062,0.5
"...95","BROWARD","124","07/10/2017 11:45:00",11.4,"ug/L",26.06565,-80.21588,0.5
"...96","BROWARD","41","09/06/2019 08:25:00",2.79,"ug/L",25.98717,-80.12145,0.5
"...97","BROWARD","37","03/06/2017 12:50:00",1.68,"ug/L",26.13877,-80.10807,0.5
"...98","BROWARD","124","08/24/2022 09:40:00",2.17,"ug/L",26.06565,-80.21588,0.5
"...99","BROWARD","32","08/15/2022 11:55:00",4.98,"ug/L",25.95677,-80.43062,0.5
"...100","BROWARD","20","08/18/2022 14:40:00",7.2,"ug/L",26.08717,-80.18547,0.5
"...101","BROWARD","35","11/14/2022 12:08:00",3.1,"ug/L",26.2511,-80.08962,0.5
"...102","BROWARD","24","05/23/2022 11:25:00",8.31,"ug/L",26.0595,-80.14398,0.5
"...103","BROWARD","26","05/23/2022 10:45:00",25.4,"ug/L",26.06812,-80.1686,0.5
"...104","BROWARD","41","08/30/2018 10:30:00",1.57,"ug/L",25.98717,-80.12145,0.5
"...105","BROWARD","19","11/12/2019 09:40:00",1.4,"ug/L",26.10898,-80.15908,0.5
"...106","BROWARD","8","03/11/2019 12:45:00",1.63,"ug/L",26.2305,-80.20485,0.5
"...107","BROWARD","122","05/28/2019 08:40:00",2.66,"ug/L",26.09983,-80.25017,0.5
"...108","BROWARD","23","05/16/2022 11:10:00",8.39,"ug/L",26.14965,-80.44182,0.5
"...109","BROWARD","35","05/18/2022 11:15:00",0.84,"ug/L",26.2511,-80.08962,0.5
"...110","BROWARD","23","03/14/2022 09:53:00",1.39,"ug/L",26.14965,-80.44182,0.5
"...111","BROWARD","19","03/04/2020 09:20:00",0.994,"ug/L",26.10898,-80.15908,0.5
"...112","BROWARD","29","03/06/2017 09:50:00",1.17,"ug/L",26.06153,-80.43357,0.5
"...113","BROWARD","29","03/06/2019 09:45:00",0.637,"ug/L",26.06153,-80.43357,0.5
"...114","BROWARD","22","05/01/2017 12:20:00",10.5,"ug/L",26.11607,-80.3166,0.5
"...115","BROWARD","25","06/25/2018 11:30:00",7.18,"ug/L",26.04815,-80.15513,0.5
"...116","BROWARD","1","06/25/2018 09:45:00",6.67,"ug/L",26.32555,-80.09015,0.5
"...117","BROWARD","8","05/25/2021 13:15:00",1.5,"ug/L",26.2305,-80.20485,0.5
"...118","BROWARD","22","05/16/2022 09:45:00",4.5,"ug/L",26.11607,-80.3166,0.5
"...119","BROWARD","25","05/23/2022 11:50:00",26.5,"ug/L",26.04815,-80.15513,0.5
"...120","BROWARD","11","05/18/2022 10:40:00",15.1,"ug/L",26.1733,-80.17093,0.5
"...121","BROWARD","1","05/18/2022 10:00:00",7.79,"ug/L",26.32555,-80.09015,0.5
"...122","BROWARD","4","05/12/2022 11:30:00",4.63,"ug/L",26.35132,-80.28333,0.5
"...123","BROWARD","11","03/21/2022 09:50:00",29.6,"ug/L",26.1733,-80.17093,0.5
"...124","BROWARD","32","05/16/2022 12:32:00",6.43,"ug/L",25.95677,-80.43062,0.5
"...125","BROWARD","16","03/21/2022 10:30:00",22.4,"ug/L",26.12202,-80.14653,0.5
"...126","BROWARD","41","03/14/2022 10:05:00",0.71,"ug/L",25.98717,-80.12145,0.5
"...127","BROWARD","5","03/11/2019 12:09:00",4.6,"ug/L",26.22162,-80.10303,0.5
"...128","BROWARD","64","03/13/2019 09:30:00",11.7,"ug/L",26.12837,-80.17503,0.5
"...129","BROWARD","120","11/07/2018 12:05:00",12.6,"ug/L",26.32458,-80.099,0.5
"...130","BROWARD","122","09/11/2019 09:00:00",1.2,"ug/L",26.09983,-80.25017,0.5
"...131","BROWARD","15","03/08/2017 09:35:00",3.15,"ug/L",26.1183,-80.14363,0.5
"...132","BROWARD","120","05/18/2022 09:30:00",10,"ug/L",26.32458,-80.099,0.5
"...133","BROWARD","40","08/24/2022 11:15:00",0.92,"ug/L",26.03485,-80.11713,0.5
"...134","BROWARD","33","08/22/2022 11:20:00",5.97,"ug/L",26.31338,-80.0806,0.5
"...135","BROWARD","39","08/24/2022 11:53:00",0.82,"ug/L",26.0655,-80.11408,0.5
"...136","BROWARD","41","08/24/2022 10:23:00",1.69,"ug/L",25.98717,-80.12145,0.5
"...137","BROWARD","64","08/18/2022 12:15:00",24.6,"ug/L",26.12837,-80.17503,0.5
"...138","BROWARD","17","08/18/2022 12:45:00",5.05,"ug/L",26.13581667,-80.1942,0.5
"...139","BROWARD","1","08/22/2022 10:58:00",8.3,"ug/L",26.32555,-80.09015,0.5
"...140","BROWARD","125","05/03/2017 12:30:00",2.88,"ug/L",26.1289,-80.11855,0.5
"...141","BROWARD","89","03/11/2019 12:15:00",3.29,"ug/L",26.229646,-80.281948,0.5
"...142","BROWARD","128","11/18/2019 09:55:00",2.13,"ug/L",26.06768,-80.18218,0.5
"...143","BROWARD","8","02/26/2020 13:40:00",6.08,"ug/L",26.2305,-80.20485,0.5
"...144","BROWARD","39","02/20/2020 11:50:00",1.26,"ug/L",26.0655,-80.11408,0.5
"...145","BROWARD","1","11/20/2019 12:05:00",1.37,"ug/L",26.32555,-80.09015,0.5
"...146","BROWARD","38","08/30/2018 12:15:00",1.81,"ug/L",26.10265,-80.11868,0.5
"...147","BROWARD","121","08/18/2022 13:23:00",9.65,"ug/L",26.13533,-80.20202,0.5
"...148","BROWARD","26","05/16/2023 09:58:00",3.63,"ug/L",26.06812,-80.1686,0.5
"...149","BROWARD","32","05/09/2023 11:15:00",3.97,"ug/L",25.95677,-80.43062,0.5
"...150","BROWARD","35","08/24/2023 11:25:00",9.74,"ug/L",26.2511,-80.08962,0.5
"...151","BROWARD","3","02/27/2018 11:45:00",6.95,"ug/L",26.32783,-80.20302,0.5
"...152","BROWARD","120","02/24/2020 10:30:00",2.42,"ug/L",26.32458,-80.099,0.5
"...153","BROWARD","123","05/30/2019 12:30:00",6.28,"ug/L",26.09062,-80.17882,0.5
"...154","BROWARD","124","02/26/2018 09:05:00",5.14,"ug/L",26.06565,-80.21588,0.5
"...155","BROWARD","11","08/29/2018 10:40:00",8.39,"ug/L",26.1733,-80.17093,0.5
"...156","BROWARD","23","11/07/2023 08:52:00",1.28,"ug/L",26.14965,-80.44182,0.5
"...157","BROWARD","122","03/07/2023 09:40:00",1.69,"ug/L",26.09983,-80.25017,0.5
"...158","BROWARD","7","06/20/2023 11:07:00",4.16,"ug/L",26.21857,-80.17055,0.5
"...159","BROWARD","33","03/14/2023 11:16:00",1.91,"ug/L",26.31338,-80.0806,0.5
"...160","BROWARD","34","02/24/2020 11:55:00",1.43,"ug/L",26.26352,-80.0824,0.5
"...161","BROWARD","122","03/04/2020 07:40:00",0.579,"ug/L",26.09983,-80.25017,0.5
"...162","BROWARD","40","06/27/2018 10:10:00",0.978,"ug/L",26.03485,-80.11713,0.5
"...163","BROWARD","10","05/21/2019 12:05:00",3.22,"ug/L",26.13687,-80.11832,0.5
"...164","BROWARD","2","11/18/2019 10:00:00",5.04,"ug/L",26.3277,-80.13158,0.5
"...165","BROWARD","23","02/20/2020 10:10:00",5.91,"ug/L",26.14965,-80.44182,0.5
"...166","BROWARD","12","09/14/2020 10:15:00",5.34,"ug/L",26.17312,-80.18698,0.5
"...167","BROWARD","41","06/13/2023 09:19:00",2.68,"ug/L",25.98717,-80.12145,0.5
"...168","BROWARD","19","05/30/2023 09:00:00",5.43,"ug/L",26.10898,-80.15908,0.5
"...169","BROWARD","4","05/11/2023 11:25:00",9.78,"ug/L",26.35132,-80.28333,0.5
"...170","BROWARD","4","11/08/2022 11:15:00",6.07,"ug/L",26.35132,-80.28333,0.5
"...171","BROWARD","36","11/14/2022 12:50:00",6.62,"ug/L",26.19035,-80.1025,0.5
"...172","BROWARD","12","11/07/2022 10:15:00",2.71,"ug/L",26.17312,-80.18698,0.5
"...173","BROWARD","4","02/26/2020 12:30:00",11.6,"ug/L",26.35132,-80.28333,0.5
"...174","BROWARD","40","03/08/2017 10:10:00",1.46,"ug/L",26.03485,-80.11713,0.5
"...175","BROWARD","4","09/21/2020 11:15:00",9.5,"ug/L",26.35132,-80.28333,0.5
"...176","BROWARD","20","09/16/2020 14:30:00",1.58,"ug/L",26.08717,-80.18547,0.5
"...177","BROWARD","19","07/22/2020 10:05:00",2.91,"ug/L",26.10898,-80.15908,0.5
"...178","BROWARD","32","05/19/2020 10:20:00",4.01,"ug/L",25.95677,-80.43062,0.5
"...179","BROWARD","64","10/29/2020 11:50:00",3.7,"ug/L",26.12837,-80.17503,0.5
"...180","BROWARD","4","09/09/2019 12:00:00",12.5,"ug/L",26.35132,-80.28333,0.5
"...181","BROWARD","125","11/16/2022 13:06:00",10,"ug/L",26.1289,-80.11855,0.5
"...182","BROWARD","16","11/07/2022 10:20:00",27.1,"ug/L",26.12202,-80.14653,0.5
"...183","BROWARD","39","11/16/2022 11:43:00",2.35,"ug/L",26.0655,-80.11408,0.5
"...184","BROWARD","122","11/07/2022 08:48:00",3.2,"ug/L",26.09983,-80.25017,0.5
"...185","BROWARD","31","05/09/2023 11:58:00",1.41,"ug/L",25.9642,-80.31062,0.5
"...186","BROWARD","129","05/16/2023 11:36:00",6.85,"ug/L",26.02595,-80.16338,0.5
"...187","BROWARD","33","03/06/2019 10:45:00",6.21,"ug/L",26.31338,-80.0806,0.5
"...188","BROWARD","29","08/28/2018 10:15:00",7.75,"ug/L",26.06153,-80.43357,0.5
"...189","BROWARD","19","08/26/2019 08:50:00",4.08,"ug/L",26.10898,-80.15908,0.5
"...190","BROWARD","111","05/02/2017 15:00:00",10.5,"ug/L",26.15322,-80.12933,0.5
"...191","BROWARD","38","05/21/2019 11:00:00",1.94,"ug/L",26.10265,-80.11868,0.5
"...192","BROWARD","35","08/24/2023 11:13:00",8.01,"ug/L",26.2511,-80.08962,0.5
"...193","BROWARD","4","08/30/2023 10:50:00",6.27,"ug/L",26.35132,-80.28333,0.5
"...194","BROWARD","6","11/02/2023 10:50:00",2.61,"ug/L",26.2062,-80.13263,0.5
"...195","BROWARD","31","08/21/2023 10:55:00",4.62,"ug/L",25.9642,-80.31062,0.5
"...196","BROWARD","7","08/22/2023 10:40:00",10.8,"ug/L",26.21857,-80.17055,0.5
"...197","BROWARD","122","03/07/2017 08:30:00",0.318,"ug/L",26.09983,-80.25017,0.5
"...198","BROWARD","41","02/20/2020 10:45:00",4.11,"ug/L",25.98717,-80.12145,0.5
"...199","BROWARD","122","05/02/2017 09:10:00",6.57,"ug/L",26.09983,-80.25017,0.5
"...200","BROWARD","7","05/02/2017 12:30:00",3.68,"ug/L",26.21857,-80.17055,0.5
"...201","BROWARD","121","11/12/2019 13:35:00",23.3,"ug/L",26.13533,-80.20202,0.5
"...202","BROWARD","23","03/06/2017 08:55:00",3.15,"ug/L",26.14965,-80.44182,0.5
"...203","BROWARD","89","02/24/2021 12:50:00",3.06,"ug/L",26.229646,-80.281948,0.5
"...204","BROWARD","40","05/25/2021 11:10:00",1.78,"ug/L",26.03485,-80.11713,0.5
"...205","BROWARD","28","05/19/2021 11:35:00",13.9,"ug/L",26.06385,-80.31325,0.5
"...206","BROWARD","125","08/25/2021 13:10:00",5.03,"ug/L",26.1289,-80.11855,0.5
"...207","BROWARD","7","05/17/2021 10:45:00",3.65,"ug/L",26.21857,-80.17055,0.5
"...208","BROWARD","125","11/16/2021 13:00:00",2.02,"ug/L",26.1289,-80.11855,0.5
"...209","BROWARD","31","05/19/2020 11:00:00",1.85,"ug/L",25.9642,-80.31062,0.5
"...210","BROWARD","10","02/24/2021 13:30:00",1.34,"ug/L",26.13687,-80.11832,0.5
"...211","BROWARD","11","05/28/2024 09:18:00",10.9,"ug/L",26.1733,-80.17093,0.5
"...212","BROWARD","111","05/28/2024 11:42:00",4.67,"ug/L",26.15322,-80.12933,0.5
"...213","BROWARD","32","08/21/2023 10:15:00",6.19,"ug/L",25.95677,-80.43062,0.5
"...214","BROWARD","40","08/31/2023 10:16:00",0.96,"ug/L",26.03485,-80.11713,0.5
"...215","BROWARD","10","08/31/2023 13:12:00",4.08,"ug/L",26.13687,-80.11832,0.5
"...216","BROWARD","1","05/20/2024 09:45:00",4.36,"ug/L",26.32555,-80.09015,0.5
"...217","BROWARD","41","05/15/2024 09:08:00",1.79,"ug/L",25.98717,-80.12145,0.5
"...218","BROWARD","24","05/01/2017 10:35:00",6.2,"ug/L",26.0595,-80.14398,0.5
"...219","BROWARD","38","06/27/2018 11:15:00",3.36,"ug/L",26.10265,-80.11868,0.5
"...220","BROWARD","6","03/11/2019 11:40:00",1.24,"ug/L",26.2062,-80.13263,0.5
"...221","BROWARD","11","03/07/2017 10:15:00",10.9,"ug/L",26.1733,-80.17093,0.5
"...222","BROWARD","33","05/23/2019 09:55:00",5.72,"ug/L",26.31338,-80.0806,0.5
"...223","BROWARD","64","05/30/2019 10:30:00",14.3,"ug/L",26.12837,-80.17503,0.5
"...224","BROWARD","123","11/12/2019 14:20:00",3.18,"ug/L",26.09062,-80.17882,0.5
"...225","BROWARD","6","08/30/2021 11:50:00",5.76,"ug/L",26.2062,-80.13263,0.5
"...226","BROWARD","121","05/17/2021 12:35:00",9.95,"ug/L",26.13533,-80.20202,0.5
"...227","BROWARD","6","11/08/2021 12:10:00",2.54,"ug/L",26.2062,-80.13263,0.5
"...228","BROWARD","35","11/09/2021 11:55:00",2.01,"ug/L",26.2511,-80.08962,0.5
"...229","BROWARD","89","03/11/2024 11:45:00",1.91,"ug/L",26.229646,-80.281948,0.5
"...230","BROWARD","25","05/14/2024 10:15:00",17.2,"ug/L",26.04815,-80.15513,0.5
"...231","BROWARD","17","03/13/2024 10:23:00",19.7,"ug/L",26.13581667,-80.1942,0.5
"...232","BROWARD","35","03/07/2024 11:20:00",3.73,"ug/L",26.2511,-80.08962,0.5
"...233","BROWARD","12","05/28/2024 09:00:00",4.69,"ug/L",26.17312,-80.18698,0.5
"...234","BROWARD","5","05/02/2017 13:50:00",5.78,"ug/L",26.22162,-80.10303,0.5
"...235","BROWARD","32","06/25/2018 11:15:00",2.53,"ug/L",25.95677,-80.43062,0.5
"...236","BROWARD","26","11/18/2019 10:15:00",1.2,"ug/L",26.06812,-80.1686,0.5
"...237","BROWARD","41","05/21/2019 09:20:00",1.98,"ug/L",25.98717,-80.12145,0.5
"...238","BROWARD","40","11/05/2018 11:05:00",1.22,"ug/L",26.03485,-80.11713,0.5
"...239","BROWARD","24","02/26/2020 11:50:00",1.15,"ug/L",26.0595,-80.14398,0.5
"...240","BROWARD","25","05/20/2020 11:25:00",8.78,"ug/L",26.04815,-80.15513,0.5
"...241","BROWARD","4","05/20/2020 10:25:00",3.66,"ug/L",26.35132,-80.28333,0.5
"...242","BROWARD","5","05/18/2020 08:35:00",6.51,"ug/L",26.22162,-80.10303,0.5
"...243","BROWARD","23","09/23/2020 09:40:00",1.87,"ug/L",26.14965,-80.44182,0.5
"...244","BROWARD","23","05/19/2020 09:05:00",3.66,"ug/L",26.14965,-80.44182,0.5
"...245","BROWARD","14","03/12/2024 09:06:00",6.06,"ug/L",26.16428,-80.25662,0.5
"...246","BROWARD","111","03/12/2024 12:17:00",3.9,"ug/L",26.15322,-80.12933,0.5
"...247","BROWARD","111","08/22/2023 12:35:00",11.8,"ug/L",26.15322,-80.12933,0.5
"...248","BROWARD","8","08/30/2023 11:53:00",4.99,"ug/L",26.2305,-80.20485,0.5
"...249","BROWARD","40","11/08/2023 10:15:00",2.22,"ug/L",26.03485,-80.11713,0.5
"...250","BROWARD","17","08/28/2023 10:58:00",36.7,"ug/L",26.13581667,-80.1942,0.5
"...251","BROWARD","35","03/06/2019 09:40:00",1.68,"ug/L",26.2511,-80.08962,0.5
"...252","BROWARD","5","02/27/2018 13:30:00",5.67,"ug/L",26.22162,-80.10303,0.5
"...253","BROWARD","36","03/06/2019 09:00:00",6.38,"ug/L",26.19035,-80.1025,0.5
"...254","BROWARD","26","09/06/2019 10:45:00",7.08,"ug/L",26.06812,-80.1686,0.5
"...255","BROWARD","25","09/06/2019 09:25:00",9.87,"ug/L",26.04815,-80.15513,0.5
"...256","BROWARD","24","11/05/2018 10:35:00",1.45,"ug/L",26.0595,-80.14398,0.5
"...257","BROWARD","19","05/18/2020 09:20:00",2.3,"ug/L",26.10898,-80.15908,0.5
"...258","BROWARD","23","09/23/2020 09:50:00",2.18,"ug/L",26.14965,-80.44182,0.5
"...259","BROWARD","123","02/28/2018 12:25:00",14.3,"ug/L",26.09062,-80.17882,0.5
"...260","BROWARD","11","08/22/2023 10:07:00",8.47,"ug/L",26.1733,-80.17093,0.5
"...261","BROWARD","5","11/02/2023 11:20:00",2.66,"ug/L",26.22162,-80.10303,0.5
"...262","BROWARD","24","08/23/2023 09:44:00",2.06,"ug/L",26.0595,-80.14398,0.5
"...263","BROWARD","23","11/13/2019 09:50:00",1.91,"ug/L",26.14965,-80.44182,0.5
"...264","BROWARD","38","09/06/2019 10:55:00",1.26,"ug/L",26.10265,-80.11868,0.5
"...265","BROWARD","121","11/07/2018 12:45:00",37.2,"ug/L",26.13533,-80.20202,0.5
"...266","BROWARD","8","02/27/2018 13:50:00",1.87,"ug/L",26.2305,-80.20485,0.5
"...267","BROWARD","4","08/25/2021 11:20:00",5.73,"ug/L",26.35132,-80.28333,0.5
"...268","BROWARD","35","05/27/2021 10:45:00",1.22,"ug/L",26.2511,-80.08962,0.5
"...269","BROWARD","35","02/22/2021 11:50:00",2,"ug/L",26.2511,-80.08962,0.5
"...270","BROWARD","4","11/16/2021 11:20:00",2.73,"ug/L",26.35132,-80.28333,0.5
"...271","BROWARD","40","11/16/2021 11:15:00",1.33,"ug/L",26.03485,-80.11713,0.5
"...272","BROWARD","38","02/24/2021 12:25:00",1.09,"ug/L",26.10265,-80.11868,0.5
"...273","BROWARD","22","03/06/2017 12:45:00",2.8,"ug/L",26.11607,-80.3166,0.5
"...274","BROWARD","35","11/07/2018 11:00:00",1.09,"ug/L",26.2511,-80.08962,0.5
"...275","BROWARD","37","09/11/2019 13:20:00",6.33,"ug/L",26.13877,-80.10807,0.5
"...276","BROWARD","26","06/25/2018 10:25:00",4.12,"ug/L",26.06812,-80.1686,0.5
"...277","BROWARD","41","02/24/2021 10:00:00",2.04,"ug/L",25.98717,-80.12145,0.5
"...278","BROWARD","110","11/16/2021 09:35:00",8.61,"ug/L",26.23132,-80.12687,0.5
"...279","BROWARD","121","03/03/2021 11:45:00",9.38,"ug/L",26.13533,-80.20202,0.5
