"","source","site","datetime","value","units","latitude","longitude","sample_depth"
"...1938","PALMBEACH","31B","03/23/2022 14:20:00",2.1,"ug/L",26.4222027777778,-79.9262277777778,0.5
"...1939","PALMBEACH","16","05/16/2022 12:30:00",1.4,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...1940","PALMBEACH","15","05/16/2022 13:10:00",4.2,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...1941","PALMBEACH","18C","12/07/2022 13:30:00",1.2,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...1942","PALMBEACH","18C","04/19/2023 12:20:00",12.4,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...1943","PALMBEACH","18C","06/28/2023 11:20:00",4.5,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...1944","PALMBEACH","43","07/14/2023 09:15:00",8.5,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...1945","PALMBEACH","43","07/20/2022 13:00:00",16.7,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...1946","PALMBEACH","43","01/11/2023 14:15:00",10.3,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...1947","PALMBEACH","27B","03/16/2023 13:00:00",12.4,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...1948","PALMBEACH","31B","03/16/2023 15:30:00",6.2,"ug/L",26.4222027777778,-79.9262277777778,0.5
"...1949","PALMBEACH","31C","03/16/2023 14:45:00",7.3,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...1950","PALMBEACH","31C","05/25/2023 12:15:00",14.4,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...1951","PALMBEACH","27B","04/04/2018 10:30:00",6.6,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...1952","PALMBEACH","37B","03/14/2018 13:10:00",3.5,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...1953","PALMBEACH","13","08/23/2018 11:45:00",6.9,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...1954","PALMBEACH","43","03/13/2019 12:10:00",9.2,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...1955","PALMBEACH","18C","08/15/2023 15:15:00",2.1,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...1956","PALMBEACH","27A","10/05/2022 11:30:00",9.2,"ug/L",26.5388805555556,-79.8770388888889,0.5
"...1957","PALMBEACH","24","10/06/2022 14:00:00",14.5,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...1958","PALMBEACH","11","09/22/2022 13:14:00",8.9,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...1959","PALMBEACH","16","09/25/2018 12:00:00",2.2,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...1960","PALMBEACH","24","09/25/2018 15:15:00",19.9,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...1961","PALMBEACH","12A","03/08/2018 10:20:00",2.2,"ug/L",26.7587305555556,-79.9117805555556,0.5
"...1962","PALMBEACH","31C","11/13/2018 13:35:00",3.6,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...1963","PALMBEACH","13","10/27/2022 14:30:00",2.9,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...1964","PALMBEACH","39","05/19/2023 12:24:00",4.1,"ug/L",26.6861944444444,-79.332075,0.5
"...1965","PALMBEACH","13","05/31/2023 12:00:00",4.1,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...1966","PALMBEACH","11","05/31/2023 11:10:00",3.8,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...1967","PALMBEACH","37B","05/15/2024 12:30:00",11.8,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...1968","PALMBEACH","31B","08/02/2018 13:00:00",34.2,"ug/L",26.4222027777778,-79.9262277777778,0.5
"...1969","PALMBEACH","15","11/16/2018 10:30:00",2.2,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...1970","PALMBEACH","24","01/22/2019 15:15:00",16.1,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...1971","PALMBEACH","16","05/20/2019 09:30:00",3.9,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...1972","PALMBEACH","13","12/12/2019 12:45:00",3.2,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...1973","PALMBEACH","39","11/20/2019 11:50:00",6.2,"ug/L",26.6861944444444,-79.332075,0.5
"...1974","PALMBEACH","43","11/20/2019 12:00:00",7.3,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...1975","PALMBEACH","38B","11/20/2019 13:00:00",69.7,"ug/L",26.6842777777778,-79.6487,0.5
"...1976","PALMBEACH","22","05/13/2024 14:20:00",2.6,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...1977","PALMBEACH","18D","01/24/2024 11:00:00",2.1,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...1978","PALMBEACH","15","03/11/2024 09:50:00",1,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...1979","PALMBEACH","18D","09/13/2023 11:31:00",1,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...1980","PALMBEACH","39","05/07/2020 09:40:00",4.9,"ug/L",26.6861944444444,-79.332075,0.5
"...1981","PALMBEACH","38B","05/07/2020 11:20:00",18.9,"ug/L",26.6842777777778,-79.6487,0.5
"...1982","PALMBEACH","31E","07/16/2019 11:00:00",3.2,"ug/L",26.4238694444444,-79.7961194444444,0.5
"...1983","PALMBEACH","11","09/11/2024 09:54:00",2.4,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...1984","PALMBEACH","43","09/25/2024 08:12:00",19.3,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...1985","PALMBEACH","12A","10/18/2023 11:13:00",3,"ug/L",26.7587305555556,-79.9117805555556,0.5
"...1986","PALMBEACH","24","10/18/2023 13:23:00",6.3,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...1987","PALMBEACH","37B","12/20/2023 09:49:00",1.1,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...1988","PALMBEACH","28","01/10/2024 14:50:00",1.8,"ug/L",26.5391027777778,-79.94265,0.5
"...1989","PALMBEACH","31E","01/10/2024 11:45:00",8.9,"ug/L",26.4238694444444,-79.7961194444444,0.5
"...1990","PALMBEACH","27B","01/10/2024 11:20:00",3.6,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...1991","PALMBEACH","31B","12/18/2023 13:00:00",2.4,"ug/L",26.4222027777778,-79.9262277777778,0.5
"...1992","PALMBEACH","31E","12/18/2023 11:26:00",5.7,"ug/L",26.4238694444444,-79.7961194444444,0.5
"...1993","PALMBEACH","11","03/26/2024 11:30:00",1.4,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...1994","PALMBEACH","11","06/26/2019 12:45:00",2.2,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...1995","PALMBEACH","16","03/24/2020 09:30:00",8.3,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...1996","PALMBEACH","39","07/24/2020 09:55:00",14,"ug/L",26.6861944444444,-79.332075,0.5
"...1997","PALMBEACH","16","09/10/2019 11:15:00",4.4,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...1998","PALMBEACH","12A","09/10/2019 12:45:00",14.2,"ug/L",26.7587305555556,-79.9117805555556,0.5
"...1999","PALMBEACH","18C","12/11/2019 15:15:00",7.6,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2000","PALMBEACH","15","09/23/2024 09:41:00",1.2,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...2001","PALMBEACH","31B","10/17/2023 13:50:00",9.1,"ug/L",26.4222027777778,-79.9262277777778,0.5
"...2002","PALMBEACH","11","01/25/2024 12:31:00",1.3,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2003","PALMBEACH","13","04/17/2024 13:00:00",1,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2004","PALMBEACH","27B","03/14/2019 09:15:00",9.4,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...2005","PALMBEACH","31C","05/20/2019 15:30:00",21,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2006","PALMBEACH","18C","04/03/2019 13:15:00",8,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2007","PALMBEACH","16","07/15/2019 11:00:00",17.5,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...2008","PALMBEACH","31C","09/12/2019 13:15:00",8.8,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2009","PALMBEACH","37B","01/11/2024 12:40:00",1.7,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...2010","PALMBEACH","39","01/11/2024 10:50:00",2.4,"ug/L",26.6861944444444,-79.332075,0.5
"...2011","PALMBEACH","31E","05/14/2024 10:20:00",5.1,"ug/L",26.4238694444444,-79.7961194444444,0.5
"...2012","PALMBEACH","27B","05/14/2024 09:50:00",2,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...2013","PALMBEACH","11","07/25/2019 10:50:00",2.2,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2014","PALMBEACH","28","02/05/2020 08:45:00",6.4,"ug/L",26.5391027777778,-79.94265,0.5
"...2015","PALMBEACH","18C","01/22/2020 13:25:00",2.6,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2016","PALMBEACH","43","05/07/2020 10:30:00",7.7,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...2017","PALMBEACH","13","11/07/2024 13:46:00",1.8,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2018","PALMBEACH","43","02/05/2025 10:50:00",6.2,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...2019","PALMBEACH","37B","02/05/2025 12:54:00",3.3,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...2020","PALMBEACH","C17S44","03/03/2025 12:00:00",3.9,"ug/L",26.8174888888889,-79.9184444444444,0.5
"...2021","PALMBEACH","15","03/03/2025 09:10:00",1.5,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...2022","PALMBEACH","13","12/18/2024 11:51:00",1,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2023","PALMBEACH","37B","03/05/2025 13:06:00",3.3,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...2024","PALMBEACH","18D","01/29/2025 14:32:00",1.5,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2025","PALMBEACH","39","01/08/2025 10:50:00",5.7,"ug/L",26.6861944444444,-79.332075,0.5
"...2026","PALMBEACH","12A","05/18/2021 11:40:00",1.8,"ug/L",26.7587305555556,-79.9117805555556,0.5
"...2027","PALMBEACH","13","03/10/2021 15:15:00",1,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2028","PALMBEACH","11","03/10/2021 14:45:00",1,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2029","PALMBEACH","18D","08/25/2020 12:00:00",1,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2030","PALMBEACH","24","07/27/2021 14:45:00",5.2,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2031","PALMBEACH","31C","07/26/2021 13:45:00",60.6,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2032","PALMBEACH","16","11/18/2020 10:30:00",1.7,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...2033","PALMBEACH","13","03/20/2025 12:00:00",1,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2034","PALMBEACH","16","01/06/2025 10:32:00",2,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...2035","PALMBEACH","18C","08/31/2020 13:20:00",4.6,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2036","PALMBEACH","31C","11/19/2020 11:00:00",1,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2037","PALMBEACH","18C","12/29/2020 13:10:00",1.4,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2038","PALMBEACH","31B","09/10/2020 13:00:00",5.6,"ug/L",26.4222027777778,-79.9262277777778,0.5
"...2039","PALMBEACH","22","01/26/2021 12:40:00",2.2,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2040","PALMBEACH","18C","04/29/2021 15:15:00",1,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2041","PALMBEACH","43","09/28/2021 13:15:00",12.9,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...2042","PALMBEACH","18D","08/18/2021 11:40:00",2.8,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2043","PALMBEACH","39","03/13/2019 11:30:00",7.6,"ug/L",26.6861944444444,-79.332075,0.5
"...2044","PALMBEACH","13","11/18/2021 15:10:00",1.9,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2045","PALMBEACH","18D","03/29/2022 15:15:00",3,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2046","PALMBEACH","11","07/14/2022 13:00:00",1,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2047","PALMBEACH","31C","01/21/2022 11:20:00",13.4,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2048","PALMBEACH","11","08/11/2022 13:30:00",1.9,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2049","PALMBEACH","24","07/18/2022 15:15:00",16.7,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2050","PALMBEACH","22","07/18/2022 14:30:00",7.8,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2051","PALMBEACH","18C","07/21/2021 12:55:00",1.1,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2052","PALMBEACH","39","03/24/2022 10:55:00",5.9,"ug/L",26.6861944444444,-79.332075,0.5
"...2053","PALMBEACH","38B","03/24/2022 12:05:00",7.7,"ug/L",26.6842777777778,-79.6487,0.5
"...2054","PALMBEACH","37B","05/17/2022 15:30:00",11.2,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...2055","PALMBEACH","18D","09/15/2021 11:15:00",1,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2056","PALMBEACH","18C","11/17/2021 12:40:00",1.9,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2057","PALMBEACH","18D","05/25/2022 13:30:00",2.7,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2058","PALMBEACH","18D","01/18/2023 10:30:00",2.6,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2059","PALMBEACH","27B","07/13/2023 10:00:00",16.3,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...2060","PALMBEACH","31E","11/17/2022 13:00:00",9.1,"ug/L",26.4238694444444,-79.7961194444444,0.5
"...2061","PALMBEACH","31C","11/17/2022 14:15:00",47.5,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2062","PALMBEACH","31B","05/25/2023 13:00:00",26.6,"ug/L",26.4222027777778,-79.9262277777778,0.5
"...2063","PALMBEACH","16","07/12/2023 09:52:00",1,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...2064","PALMBEACH","38B","11/20/2018 13:05:00",2.2,"ug/L",26.6842777777778,-79.6487,0.5
"...2065","PALMBEACH","28","01/25/2019 12:30:00",17.1,"ug/L",26.5391027777778,-79.94265,0.5
"...2066","PALMBEACH","38B","03/14/2018 12:30:00",4.2,"ug/L",26.6842777777778,-79.6487,0.5
"...2067","PALMBEACH","24","05/20/2019 13:00:00",17.7,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2068","PALMBEACH","13","07/27/2023 10:45:00",1,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2069","PALMBEACH","27B","10/05/2022 12:00:00",8.5,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...2070","PALMBEACH","28","10/05/2022 15:15:00",7,"ug/L",26.5391027777778,-79.94265,0.5
"...2071","PALMBEACH","22","03/15/2023 13:00:00",12.2,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2072","PALMBEACH","11","02/23/2023 12:50:00",50.5,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2073","PALMBEACH","31E","07/19/2022 12:30:00",44.1,"ug/L",26.4238694444444,-79.7961194444444,0.5
"...2074","PALMBEACH","38B","10/04/2022 14:00:00",5.4,"ug/L",26.6842777777778,-79.6487,0.5
"...2075","PALMBEACH","18C","10/26/2022 13:15:00",2,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2076","PALMBEACH","24","07/20/2018 12:50:00",2.2,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2077","PALMBEACH","22","07/20/2018 12:20:00",3.2,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2078","PALMBEACH","38B","05/17/2018 12:55:00",4.5,"ug/L",26.6842777777778,-79.6487,0.5
"...2079","PALMBEACH","22","09/25/2018 14:15:00",18.7,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2080","PALMBEACH","22","03/08/2018 12:50:00",14.4,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2081","PALMBEACH","13","07/25/2018 13:35:00",2.2,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2082","PALMBEACH","18C","11/07/2018 13:40:00",2.2,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2083","PALMBEACH","13","10/24/2018 15:10:00",4.5,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2084","PALMBEACH","11","10/24/2018 15:00:00",2.2,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2085","PALMBEACH","18C","02/22/2023 12:10:00",2.9,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2086","PALMBEACH","16","05/22/2023 11:38:00",2.5,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...2087","PALMBEACH","24","05/22/2023 13:30:00",10.9,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2088","PALMBEACH","22","05/22/2023 14:40:00",2.8,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2089","PALMBEACH","43","09/28/2018 09:45:00",2.2,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...2090","PALMBEACH","16","01/22/2019 11:45:00",2.2,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...2091","PALMBEACH","22","01/22/2019 14:45:00",24.7,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2092","PALMBEACH","15","05/20/2019 10:00:00",3,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...2093","PALMBEACH","43","05/21/2019 12:30:00",61.2,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...2094","PALMBEACH","43","09/11/2019 13:30:00",11.5,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...2095","PALMBEACH","12A","05/13/2024 10:55:00",4.8,"ug/L",26.7587305555556,-79.9117805555556,0.5
"...2096","PALMBEACH","11","06/18/2024 10:55:00",6.3,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2097","PALMBEACH","18C","09/13/2023 11:50:00",2.8,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2098","PALMBEACH","31C","07/18/2024 13:17:00",16.8,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2099","PALMBEACH","37B","05/07/2020 12:00:00",15.8,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...2100","PALMBEACH","11","04/04/2019 15:20:00",8.2,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2101","PALMBEACH","11","05/30/2019 12:15:00",3.5,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2102","PALMBEACH","38B","07/17/2019 12:30:00",4.1,"ug/L",26.6842777777778,-79.6487,0.5
"...2103","PALMBEACH","11","11/07/2019 11:30:00",4.6,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2104","PALMBEACH","39","02/05/2020 14:00:00",3.4,"ug/L",26.6861944444444,-79.332075,0.5
"...2105","PALMBEACH","27A","07/16/2019 12:30:00",4.7,"ug/L",26.5388805555556,-79.8770388888889,0.5
"...2106","PALMBEACH","11","10/09/2019 14:45:00",4.5,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2107","PALMBEACH","22","02/04/2020 10:45:00",31.7,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2108","PALMBEACH","16","02/04/2020 09:15:00",5.9,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...2109","PALMBEACH","12A","02/04/2020 10:10:00",11.5,"ug/L",26.7587305555556,-79.9117805555556,0.5
"...2110","PALMBEACH","27B","09/24/2024 10:10:00",24.1,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...2111","PALMBEACH","28","09/24/2024 13:15:00",7.3,"ug/L",26.5391027777778,-79.94265,0.5
"...2112","PALMBEACH","39","09/25/2024 07:45:00",4.4,"ug/L",26.6861944444444,-79.332075,0.5
"...2113","PALMBEACH","22","10/18/2023 12:54:00",2.5,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2114","PALMBEACH","37B","10/19/2023 14:25:00",4.2,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...2115","PALMBEACH","38B","12/20/2023 09:14:00",3.3,"ug/L",26.6842777777778,-79.6487,0.5
"...2116","PALMBEACH","28","12/18/2023 14:22:00",1.3,"ug/L",26.5391027777778,-79.94265,0.5
"...2117","PALMBEACH","18D","02/21/2024 10:57:00",1,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2118","PALMBEACH","11","07/08/2020 11:45:00",3.3,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2119","PALMBEACH","37B","07/24/2020 12:15:00",7.3,"ug/L",26.6799111111111,-79.7974055555556,0.5
"...2120","PALMBEACH","15","07/21/2020 11:00:00",1,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...2121","PALMBEACH","31C","10/17/2023 12:00:00",13.8,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2122","PALMBEACH","28","10/17/2023 14:40:00",4.1,"ug/L",26.5391027777778,-79.94265,0.5
"...2123","PALMBEACH","27B","10/17/2023 10:40:00",5.1,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...2124","PALMBEACH","31E","10/17/2023 11:15:00",17,"ug/L",26.4238694444444,-79.7961194444444,0.5
"...2125","PALMBEACH","22","01/09/2024 13:19:00",1,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2126","PALMBEACH","15","01/09/2024 09:35:00",1,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...2127","PALMBEACH","C17S44","12/19/2023 10:55:00",1,"ug/L",26.8174888888889,-79.9184444444444,0.5
"...2128","PALMBEACH","18C","06/17/2020 12:00:00",5.8,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2129","PALMBEACH","28","07/23/2020 12:10:00",16.8,"ug/L",26.5391027777778,-79.94265,0.5
"...2130","PALMBEACH","18D","05/29/2019 10:30:00",7.7,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2131","PALMBEACH","18C","05/29/2019 10:45:00",8.3,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2132","PALMBEACH","18C","08/28/2019 14:40:00",11.7,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2133","PALMBEACH","18D","08/28/2019 14:30:00",15.9,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2134","PALMBEACH","43","03/25/2020 11:30:00",8.9,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...2135","PALMBEACH","39","03/25/2020 13:00:00",1.6,"ug/L",26.6861944444444,-79.332075,0.5
"...2136","PALMBEACH","18D","04/03/2019 12:50:00",6.5,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2137","PALMBEACH","22","07/15/2019 13:15:00",28.3,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2138","PALMBEACH","15","07/16/2024 10:30:00",1,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...2139","PALMBEACH","31C","05/14/2024 10:50:00",12.6,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2140","PALMBEACH","11","01/30/2025 13:10:00",2,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2141","PALMBEACH","18D","11/06/2019 11:00:00",5.8,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2142","PALMBEACH","27A","03/26/2020 09:35:00",10.5,"ug/L",26.5388805555556,-79.8770388888889,0.5
"...2143","PALMBEACH","28","03/26/2020 12:30:00",16.9,"ug/L",26.5391027777778,-79.94265,0.5
"...2144","PALMBEACH","27A","02/05/2020 11:15:00",7.2,"ug/L",26.5388805555556,-79.8770388888889,0.5
"...2145","PALMBEACH","31C","02/05/2020 10:00:00",6.5,"ug/L",26.4243444444444,-79.8778944444445,0.5
"...2146","PALMBEACH","31E","05/06/2020 12:40:00",22.7,"ug/L",26.4238694444444,-79.7961194444444,0.5
"...2147","PALMBEACH","27A","03/04/2025 09:40:00",1,"ug/L",26.5388805555556,-79.8770388888889,0.5
"...2148","PALMBEACH","11","02/12/2025 11:00:00",1,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2149","PALMBEACH","18C","11/06/2024 12:12:00",2.9,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2150","PALMBEACH","18C","10/21/2024 12:33:00",3.6,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2151","PALMBEACH","18C","03/10/2021 13:00:00",1.3,"ug/L",26.6420222222222,-79.9589111111111,0.5
"...2152","PALMBEACH","13","06/22/2020 10:00:00",4.1,"ug/L",26.8085138888889,-79.9440388888889,0.5
"...2153","PALMBEACH","11","09/01/2020 13:20:00",1,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2154","PALMBEACH","22","07/21/2020 13:15:00",29.9,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2155","PALMBEACH","27A","02/04/2025 09:10:00",2,"ug/L",26.5388805555556,-79.8770388888889,0.5
"...2156","PALMBEACH","28","02/04/2025 13:07:00",3.1,"ug/L",26.5391027777778,-79.94265,0.5
"...2157","PALMBEACH","24","01/06/2025 13:52:00",1.7,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2158","PALMBEACH","24","02/03/2025 12:53:00",2.6,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2159","PALMBEACH","22","02/03/2025 12:14:00",1.1,"ug/L",26.6092416666667,-79.9223777777778,0.5
"...2160","PALMBEACH","18D","03/19/2025 12:04:00",5.7,"ug/L",26.6291305555556,-79.9542777777778,0.5
"...2161","PALMBEACH","16","03/16/2021 11:30:00",1,"ug/L",26.8721138888889,-79.7543111111111,0.5
"...2162","PALMBEACH","12A","03/16/2021 12:40:00",1,"ug/L",26.7587305555556,-79.9117805555556,0.5
"...2163","PALMBEACH","11","12/29/2020 10:45:00",1.3,"ug/L",26.8315333333333,-79.9397666666667,0.5
"...2164","PALMBEACH","27A","01/28/2021 11:15:00",1.3,"ug/L",26.5388805555556,-79.8770388888889,0.5
"...2165","PALMBEACH","12A","09/08/2020 12:10:00",12.7,"ug/L",26.7587305555556,-79.9117805555556,0.5
"...2166","PALMBEACH","39","01/27/2021 10:50:00",3.5,"ug/L",26.6861944444444,-79.332075,0.5
"...2167","PALMBEACH","43","01/27/2021 11:30:00",1,"ug/L",26.6643944444444,-79.2875777777778,0.5
"...2168","PALMBEACH","27B","11/19/2020 10:00:00",1,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...2169","PALMBEACH","15","01/26/2021 09:00:00",1.3,"ug/L",26.8127166666667,-79.8438361111111,0.5
"...2170","PALMBEACH","24","01/26/2021 13:00:00",2.9,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2171","PALMBEACH","27B","03/17/2021 13:00:00",1,"ug/L",26.5386055555556,-79.7948055555556,0.5
"...2172","PALMBEACH","39","07/28/2021 11:45:00",1.3,"ug/L",26.6861944444444,-79.332075,0.5
"...2173","PALMBEACH","24","05/16/2022 15:30:00",10.5,"ug/L",26.5877833333333,-79.9216861111111,0.5
"...2174","PALMBEACH","18D","06/08/2022 08:55:00",15,"ug/L",26.6291305555556,-79.9542777777778,0.5
