"","X","datetime","source","site","analyte","value","units","latitude","longitude","sample_depth"
"244","...125970","'11/07/2001'","BROWARD","15","Ammonia_plus_Ammonium",0.135,"mg/l",NA,NA,NA
"245","...125981","'11/07/2001'","BROWARD","1","Ammonia_plus_Ammonium",0.0949,"mg/l",NA,NA,NA
"246","...126005","'11/07/2001'","BROWARD","7","Ammonia_plus_Ammonium",0.156,"mg/l",NA,NA,NA
"247","...126007","'11/07/2001'","BROWARD","7","Ammonia_plus_Ammonium",0.12,"mg/l",NA,NA,NA
"248","...126018","'11/07/2001'","BROWARD","20","Ammonia_plus_Ammonium",0.272,"mg/l",NA,NA,NA
"249","...126035","'11/07/2001'","BROWARD","37","Ammonia_plus_Ammonium",0.0668,"mg/l",NA,NA,NA
"250","...126038","'11/07/2001'","BROWARD","19","Ammonia_plus_Ammonium",0.121,"mg/l",NA,NA,NA
"251","...126057","'11/07/2001'","BROWARD","18","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"252","...126061","'11/07/2001'","BROWARD","17","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"253","...126075","'11/07/2001'","BROWARD","4","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"254","...126080","'07/19/2001'","BROWARD","18","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"255","...126100","'07/19/2001'","BROWARD","24","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"256","...126107","'07/19/2001'","BROWARD","17","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"257","...126119","'07/19/2001'","BROWARD","25","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"258","...126127","'07/19/2001'","BROWARD","26","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"259","...126145","'07/19/2001'","BROWARD","32","Ammonia_plus_Ammonium",0.128,"mg/l",NA,NA,NA
"260","...126148","'07/19/2001'","BROWARD","27","Ammonia_plus_Ammonium",0.246,"mg/l",NA,NA,NA
"261","...126162","'07/19/2001'","BROWARD","32","Ammonia_plus_Ammonium",0.133,"mg/l",NA,NA,NA
"262","...126171","'07/19/2001'","BROWARD","90","Ammonia_plus_Ammonium",0.185,"mg/l",NA,NA,NA
"263","...126179","'07/19/2001'","BROWARD","28","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"264","...126196","'07/19/2001'","BROWARD","29","Ammonia_plus_Ammonium",0.278,"mg/l",NA,NA,NA
"265","...126208","'07/19/2001'","BROWARD","20","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"266","...126220","'07/19/2001'","BROWARD","38","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"267","...126230","'07/19/2001'","BROWARD","23","Ammonia_plus_Ammonium",0.357,"mg/l",NA,NA,NA
"268","...126239","'07/19/2001'","BROWARD","31","Ammonia_plus_Ammonium",0.179,"mg/l",NA,NA,NA
"269","...126249","'07/19/2001'","BROWARD","39","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"270","...126256","'07/19/2001'","BROWARD","19","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"271","...126261","'07/19/2001'","BROWARD","22","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"272","...126288","'07/19/2001'","BROWARD","47","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"273","...126290","'07/19/2001'","BROWARD","40","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"274","...126308","'07/19/2001'","BROWARD","21","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"275","...126312","'07/19/2001'","BROWARD","16","Ammonia_plus_Ammonium",0.237,"mg/l",NA,NA,NA
"276","...126324","'07/19/2001'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"277","...126338","'07/19/2001'","BROWARD","15","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"278","...126353","'07/19/2001'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"279","...126356","'07/18/2001'","BROWARD","4","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"280","...126373","'07/18/2001'","BROWARD","14","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"281","...126386","'07/18/2001'","BROWARD","4","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"282","...126398","'07/18/2001'","BROWARD","13","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"283","...126406","'07/18/2001'","BROWARD","3","Ammonia_plus_Ammonium",0.0961,"mg/l",NA,NA,NA
"284","...126413","'07/18/2001'","BROWARD","13","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"285","...126424","'07/18/2001'","BROWARD","89","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"286","...126435","'07/18/2001'","BROWARD","109","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"287","...126453","'07/18/2001'","BROWARD","12","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"288","...126459","'07/18/2001'","BROWARD","37","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"289","...126469","'07/18/2001'","BROWARD","2","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"290","...126481","'07/18/2001'","BROWARD","7","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"291","...126490","'07/18/2001'","BROWARD","36","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"292","...126508","'07/18/2001'","BROWARD","11","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"293","...126519","'07/18/2001'","BROWARD","6","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"294","...126530","'07/18/2001'","BROWARD","1","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"295","...126535","'07/18/2001'","BROWARD","35","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"296","...126546","'07/18/2001'","BROWARD","112","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"297","...126555","'07/18/2001'","BROWARD","110","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"298","...126572","'07/18/2001'","BROWARD","34","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"299","...126583","'07/18/2001'","BROWARD","111","Ammonia_plus_Ammonium",0.0626,"mg/l",NA,NA,NA
"300","...126594","'07/18/2001'","BROWARD","10","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"301","...126599","'07/18/2001'","BROWARD","5","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"302","...126612","'07/18/2001'","BROWARD","33","Ammonia_plus_Ammonium",0.0604,"mg/l",NA,NA,NA
"303","...126620","'07/18/2001'","BROWARD","33","Ammonia_plus_Ammonium",0.0795,"mg/l",NA,NA,NA
"304","...126635","'07/18/2001'","BROWARD","49","Ammonia_plus_Ammonium",0.586,"mg/l",NA,NA,NA
"305","...126641","'04/26/2001'","BROWARD","18","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"306","...126652","'04/26/2001'","BROWARD","38","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"307","...126664","'04/26/2001'","BROWARD","17","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"308","...126674","'04/26/2001'","BROWARD","24","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"309","...126689","'04/26/2001'","BROWARD","32","Ammonia_plus_Ammonium",0.326,"mg/l",NA,NA,NA
"310","...126704","'04/26/2001'","BROWARD","32","Ammonia_plus_Ammonium",0.354,"mg/l",NA,NA,NA
"311","...126713","'04/26/2001'","BROWARD","25","Ammonia_plus_Ammonium",0.129,"mg/l",NA,NA,NA
"312","...126725","'04/26/2001'","BROWARD","29","Ammonia_plus_Ammonium",0.427,"mg/l",NA,NA,NA
"313","...126734","'04/26/2001'","BROWARD","47","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"314","...126746","'04/26/2001'","BROWARD","39","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"315","...126756","'04/26/2001'","BROWARD","23","Ammonia_plus_Ammonium",0.329,"mg/l",NA,NA,NA
"316","...126765","'04/26/2001'","BROWARD","90","Ammonia_plus_Ammonium",0.195,"mg/l",NA,NA,NA
"317","...126775","'04/26/2001'","BROWARD","26","Ammonia_plus_Ammonium",0.07,"mg/l",NA,NA,NA
"318","...126791","'04/26/2001'","BROWARD","40","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"319","...126799","'04/26/2001'","BROWARD","27","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"320","...126812","'04/26/2001'","BROWARD","22","Ammonia_plus_Ammonium",0.694,"mg/l",NA,NA,NA
"321","...126820","'04/26/2001'","BROWARD","20","Ammonia_plus_Ammonium",0.093,"mg/l",NA,NA,NA
"322","...126830","'04/26/2001'","BROWARD","28","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"323","...126848","'04/26/2001'","BROWARD","21","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"324","...126853","'04/26/2001'","BROWARD","41","Ammonia_plus_Ammonium",0.077,"mg/l",NA,NA,NA
"325","...126871","'04/26/2001'","BROWARD","41","Ammonia_plus_Ammonium",0.073,"mg/l",NA,NA,NA
"326","...126879","'04/26/2001'","BROWARD","19","Ammonia_plus_Ammonium",0.105,"mg/l",NA,NA,NA
"327","...126885","'04/26/2001'","BROWARD","31","Ammonia_plus_Ammonium",0.124,"mg/l",NA,NA,NA
"328","...126901","'04/26/2001'","BROWARD","16","Ammonia_plus_Ammonium",0.149,"mg/l",NA,NA,NA
"329","...126908","'04/26/2001'","BROWARD","15","Ammonia_plus_Ammonium",0.093,"mg/l",NA,NA,NA
"330","...126916","'04/25/2001'","BROWARD","14","Ammonia_plus_Ammonium",0.12,"mg/l",NA,NA,NA
"331","...126930","'04/25/2001'","BROWARD","13","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"332","...126939","'04/25/2001'","BROWARD","13","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"333","...126953","'04/25/2001'","BROWARD","89","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"334","...126959","'04/25/2001'","BROWARD","37","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"335","...126964","'04/25/2001'","BROWARD","12","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"336","...126987","'04/25/2001'","BROWARD","109","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"337","...126994","'04/25/2001'","BROWARD","11","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"338","...127005","'04/25/2001'","BROWARD","36","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"339","...127019","'04/25/2001'","BROWARD","7","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"340","...127029","'04/25/2001'","BROWARD","35","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"341","...127040","'04/25/2001'","BROWARD","110","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"342","...127049","'04/25/2001'","BROWARD","112","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"343","...127064","'04/25/2001'","BROWARD","34","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"344","...127074","'04/25/2001'","BROWARD","111","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"345","...127085","'04/25/2001'","BROWARD","4","Ammonia_plus_Ammonium",0.254,"mg/l",NA,NA,NA
"346","...127100","'04/25/2001'","BROWARD","4","Ammonia_plus_Ammonium",0.298,"mg/l",NA,NA,NA
"347","...127102","'04/25/2001'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"348","...127114","'04/25/2001'","BROWARD","10","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"349","...127129","'04/25/2001'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"350","...127135","'04/25/2001'","BROWARD","3","Ammonia_plus_Ammonium",0.136,"mg/l",NA,NA,NA
"351","...127153","'04/25/2001'","BROWARD","49","Ammonia_plus_Ammonium",0.062,"mg/l",NA,NA,NA
"352","...127157","'04/25/2001'","BROWARD","6","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"353","...127170","'04/25/2001'","BROWARD","2","Ammonia_plus_Ammonium",0.135,"mg/l",NA,NA,NA
"354","...127188","'04/25/2001'","BROWARD","5","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"355","...127197","'04/25/2001'","BROWARD","1","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"356","...127207","'02/01/2001'","BROWARD","38","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"357","...127214","'02/01/2001'","BROWARD","47","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"358","...127231","'02/01/2001'","BROWARD","18","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"359","...127237","'02/01/2001'","BROWARD","31","Ammonia_plus_Ammonium",0.176,"mg/l",NA,NA,NA
"360","...127248","'02/01/2001'","BROWARD","32","Ammonia_plus_Ammonium",0.273,"mg/l",NA,NA,NA
"361","...127263","'02/01/2001'","BROWARD","17","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"362","...127270","'02/01/2001'","BROWARD","32","Ammonia_plus_Ammonium",0.322,"mg/l",NA,NA,NA
"363","...127287","'02/01/2001'","BROWARD","16","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"364","...127298","'02/01/2001'","BROWARD","29","Ammonia_plus_Ammonium",0.584,"mg/l",NA,NA,NA
"365","...127302","'02/01/2001'","BROWARD","28","Ammonia_plus_Ammonium",0.247,"mg/l",NA,NA,NA
"366","...127315","'02/01/2001'","BROWARD","39","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"367","...127323","'02/01/2001'","BROWARD","23","Ammonia_plus_Ammonium",0.239,"mg/l",NA,NA,NA
"368","...127340","'02/01/2001'","BROWARD","27","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"369","...127350","'02/01/2001'","BROWARD","40","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"370","...127358","'02/01/2001'","BROWARD","22","Ammonia_plus_Ammonium",0.654,"mg/l",NA,NA,NA
"371","...127371","'02/01/2001'","BROWARD","90","Ammonia_plus_Ammonium",0.138,"mg/l",NA,NA,NA
"372","...127384","'02/01/2001'","BROWARD","26","Ammonia_plus_Ammonium",0.068,"mg/l",NA,NA,NA
"373","...127396","'02/01/2001'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"374","...127401","'02/01/2001'","BROWARD","20","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"375","...127410","'02/01/2001'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"376","...127428","'02/01/2001'","BROWARD","25","Ammonia_plus_Ammonium",0.141,"mg/l",NA,NA,NA
"377","...127438","'02/01/2001'","BROWARD","21","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"378","...127442","'02/01/2001'","BROWARD","19","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"379","...127457","'02/01/2001'","BROWARD","24","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"380","...127466","'02/01/2001'","BROWARD","15","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"381","...127478","'01/31/2001'","BROWARD","109","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"382","...127493","'01/31/2001'","BROWARD","89","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"383","...127496","'01/31/2001'","BROWARD","37","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"384","...127506","'01/31/2001'","BROWARD","36","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"385","...127518","'01/31/2001'","BROWARD","14","Ammonia_plus_Ammonium",0.325,"mg/l",NA,NA,NA
"386","...127532","'01/31/2001'","BROWARD","7","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"387","...127546","'01/31/2001'","BROWARD","35","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"388","...127559","'01/31/2001'","BROWARD","13","Ammonia_plus_Ammonium",0.274,"mg/l",NA,NA,NA
"389","...127566","'01/31/2001'","BROWARD","4","Ammonia_plus_Ammonium",0.344,"mg/l",NA,NA,NA
"390","...127580","'01/31/2001'","BROWARD","4","Ammonia_plus_Ammonium",0.452,"mg/l",NA,NA,NA
"391","...127588","'01/31/2001'","BROWARD","6","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"392","...127600","'01/31/2001'","BROWARD","13","Ammonia_plus_Ammonium",0.246,"mg/l",NA,NA,NA
"393","...127608","'01/31/2001'","BROWARD","3","Ammonia_plus_Ammonium",0.132,"mg/l",NA,NA,NA
"394","...127623","'01/31/2001'","BROWARD","12","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"395","...127631","'01/31/2001'","BROWARD","34","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"396","...127646","'01/31/2001'","BROWARD","11","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"397","...127655","'01/31/2001'","BROWARD","112","Ammonia_plus_Ammonium",0.062,"mg/l",NA,NA,NA
"398","...127666","'01/31/2001'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"399","...127673","'01/31/2001'","BROWARD","2","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"400","...127691","'01/31/2001'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"401","...127693","'01/31/2001'","BROWARD","5","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"402","...127712","'01/31/2001'","BROWARD","111","Ammonia_plus_Ammonium",0.068,"mg/l",NA,NA,NA
"403","...127716","'01/31/2001'","BROWARD","110","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"404","...127732","'01/31/2001'","BROWARD","10","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"405","...127742","'01/31/2001'","BROWARD","1","Ammonia_plus_Ammonium",0.083,"mg/l",NA,NA,NA
"406","...127747","'01/31/2001'","BROWARD","49","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"407","...127763","'10/26/2000'","BROWARD","90","Ammonia_plus_Ammonium",0.109,"mg/l",NA,NA,NA
"408","...127778","'10/26/2000'","BROWARD","47","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"409","...127784","'10/26/2000'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"410","...127793","'10/26/2000'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"411","...127812","'10/26/2000'","BROWARD","40","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"412","...127815","'10/26/2000'","BROWARD","38","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"413","...127832","'10/26/2000'","BROWARD","24","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"414","...127839","'10/26/2000'","BROWARD","31","Ammonia_plus_Ammonium",0.193,"mg/l",NA,NA,NA
"415","...127851","'10/26/2000'","BROWARD","39","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"416","...127866","'10/26/2000'","BROWARD","32","Ammonia_plus_Ammonium",0.202,"mg/l",NA,NA,NA
"417","...127872","'10/26/2000'","BROWARD","32","Ammonia_plus_Ammonium",0.195,"mg/l",NA,NA,NA
"418","...127888","'10/26/2000'","BROWARD","28","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"419","...127896","'10/26/2000'","BROWARD","27","Ammonia_plus_Ammonium",0.109,"mg/l",NA,NA,NA
"420","...127906","'10/26/2000'","BROWARD","26","Ammonia_plus_Ammonium",0.096,"mg/l",NA,NA,NA
"421","...127917","'10/26/2000'","BROWARD","25","Ammonia_plus_Ammonium",0.086,"mg/l",NA,NA,NA
"422","...127933","'10/26/2000'","BROWARD","29","Ammonia_plus_Ammonium",0.215,"mg/l",NA,NA,NA
"423","...127940","'10/26/2000'","BROWARD","23","Ammonia_plus_Ammonium",0.621,"mg/l",NA,NA,NA
"424","...127951","'10/26/2000'","BROWARD","16","Ammonia_plus_Ammonium",0.084,"mg/l",NA,NA,NA
"425","...127962","'10/26/2000'","BROWARD","15","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"426","...127971","'10/26/2000'","BROWARD","22","Ammonia_plus_Ammonium",0.273,"mg/l",NA,NA,NA
"427","...127982","'10/26/2000'","BROWARD","21","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"428","...127993","'10/26/2000'","BROWARD","20","Ammonia_plus_Ammonium",0.106,"mg/l",NA,NA,NA
"429","...128002","'10/26/2000'","BROWARD","19","Ammonia_plus_Ammonium",0.084,"mg/l",NA,NA,NA
"430","...128011","'10/26/2000'","BROWARD","18","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"431","...128022","'10/26/2000'","BROWARD","17","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"432","...128029","'10/25/2000'","BROWARD","33","Ammonia_plus_Ammonium",0.066,"mg/l",NA,NA,NA
"433","...128044","'10/25/2000'","BROWARD","33","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"434","...128056","'10/25/2000'","BROWARD","110","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"435","...128072","'10/25/2000'","BROWARD","109","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"436","...128080","'10/25/2000'","BROWARD","3","Ammonia_plus_Ammonium",0.108,"mg/l",NA,NA,NA
"437","...128087","'10/25/2000'","BROWARD","2","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"438","...128094","'10/25/2000'","BROWARD","6","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"439","...128108","'10/25/2000'","BROWARD","5","Ammonia_plus_Ammonium",0.072,"mg/l",NA,NA,NA
"440","...128124","'10/25/2000'","BROWARD","36","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"441","...128128","'10/25/2000'","BROWARD","35","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"442","...128147","'10/25/2000'","BROWARD","49","Ammonia_plus_Ammonium",0.066,"mg/l",NA,NA,NA
"443","...128150","'10/25/2000'","BROWARD","10","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"444","...128169","'10/25/2000'","BROWARD","14","Ammonia_plus_Ammonium",0.309,"mg/l",NA,NA,NA
"445","...128174","'10/25/2000'","BROWARD","14","Ammonia_plus_Ammonium",0.304,"mg/l",NA,NA,NA
"446","...128191","'10/25/2000'","BROWARD","13","Ammonia_plus_Ammonium",0.211,"mg/l",NA,NA,NA
"447","...128200","'10/25/2000'","BROWARD","12","Ammonia_plus_Ammonium",0.114,"mg/l",NA,NA,NA
"448","...128203","'10/25/2000'","BROWARD","89","Ammonia_plus_Ammonium",0.104,"mg/l",NA,NA,NA
"449","...128220","'10/25/2000'","BROWARD","1","Ammonia_plus_Ammonium",0.101,"mg/l",NA,NA,NA
"450","...128233","'10/25/2000'","BROWARD","7","Ammonia_plus_Ammonium",0.103,"mg/l",NA,NA,NA
"451","...128237","'10/25/2000'","BROWARD","34","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"452","...128255","'10/25/2000'","BROWARD","37","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"453","...128264","'10/25/2000'","BROWARD","11","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"454","...128274","'10/25/2000'","BROWARD","4","Ammonia_plus_Ammonium",0.402,"mg/l",NA,NA,NA
"455","...128286","'10/25/2000'","BROWARD","4","Ammonia_plus_Ammonium",0.407,"mg/l",NA,NA,NA
"456","...128290","'07/27/2000'","BROWARD","90","Ammonia_plus_Ammonium",0.123,"mg/l",NA,NA,NA
"457","...128308","'07/27/2000'","BROWARD","47","Ammonia_plus_Ammonium",0.076,"mg/l",NA,NA,NA
"458","...128317","'07/27/2000'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"459","...128320","'07/27/2000'","BROWARD","41","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"460","...128333","'07/27/2000'","BROWARD","40","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"461","...128352","'07/27/2000'","BROWARD","38","Ammonia_plus_Ammonium",0.104,"mg/l",NA,NA,NA
"462","...128359","'07/27/2000'","BROWARD","24","Ammonia_plus_Ammonium",0.147,"mg/l",NA,NA,NA
"463","...128373","'07/27/2000'","BROWARD","31","Ammonia_plus_Ammonium",0.153,"mg/l",NA,NA,NA
"464","...128385","'07/27/2000'","BROWARD","49","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"465","...128389","'07/27/2000'","BROWARD","39","Ammonia_plus_Ammonium",0.088,"mg/l",NA,NA,NA
"466","...128400","'07/27/2000'","BROWARD","32","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"467","...128416","'07/27/2000'","BROWARD","28","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"468","...128421","'07/27/2000'","BROWARD","27","Ammonia_plus_Ammonium",0.215,"mg/l",NA,NA,NA
"469","...128436","'07/27/2000'","BROWARD","26","Ammonia_plus_Ammonium",0.141,"mg/l",NA,NA,NA
"470","...128442","'07/27/2000'","BROWARD","25","Ammonia_plus_Ammonium",0.151,"mg/l",NA,NA,NA
"471","...128462","'07/27/2000'","BROWARD","29","Ammonia_plus_Ammonium",0.292,"mg/l",NA,NA,NA
"472","...128471","'07/27/2000'","BROWARD","23","Ammonia_plus_Ammonium",0.182,"mg/l",NA,NA,NA
"473","...128474","'07/27/2000'","BROWARD","16","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"474","...128478","'07/27/2000'","BROWARD","16","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"475","...128500","'07/27/2000'","BROWARD","15","Ammonia_plus_Ammonium",0.112,"mg/l",NA,NA,NA
"476","...128513","'07/27/2000'","BROWARD","22","Ammonia_plus_Ammonium",0.257,"mg/l",NA,NA,NA
"477","...128524","'07/27/2000'","BROWARD","21","Ammonia_plus_Ammonium",0.125,"mg/l",NA,NA,NA
"478","...128533","'07/27/2000'","BROWARD","20","Ammonia_plus_Ammonium",0.117,"mg/l",NA,NA,NA
"479","...128541","'07/27/2000'","BROWARD","19","Ammonia_plus_Ammonium",0.111,"mg/l",NA,NA,NA
"480","...128554","'07/27/2000'","BROWARD","18","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"481","...128564","'07/27/2000'","BROWARD","17","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"482","...128575","'07/26/2000'","BROWARD","33","Ammonia_plus_Ammonium",0.187,"mg/l",NA,NA,NA
"483","...128582","'07/26/2000'","BROWARD","33","Ammonia_plus_Ammonium",0.167,"mg/l",NA,NA,NA
"484","...128597","'07/26/2000'","BROWARD","110","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"485","...128615","'07/26/2000'","BROWARD","109","Ammonia_plus_Ammonium",NA,"mg/l",NA,NA,NA
"486","...128618","'07/26/2000'","BROWARD","3","Ammonia_plus_Ammonium",0.328,"mg/l",NA,NA,NA
