"","X","source","site","datetime","analyte","value","units","latitude","longitude","sample_depth"
"17070",758918,"DERM_BBWQ","LR05","2020-01-07","Ammonia",0.2,"mg/L",25.8714828,-80.2341987,0.5
"17071",758953,"DERM_BBWQ","MR03","2020-07-09","Ammonia",0.34,"mg/L",25.778711,-80.2072338,0.5
"17072",758962,"DERM_BBWQ","WC03","2020-02-05","Ammonia",0.12,"mg/L",25.7876538,-80.2150483,0.5
"17073",758976,"DERM_BBWQ","BB47","2020-02-06","Ammonia",0.01,"mg/L",25.3367944,-80.3200766,0.5
"17074",758977,"DERM_BBWQ","BB51","2020-02-06","Ammonia",0.01,"mg/L",25.251496,-80.4140785,0.5
"17075",759005,"DERM_BBWQ","BB04","2020-07-09","Ammonia",0.06,"mg/L",25.917671,-80.1257684,0.5
"17076",759015,"DERM_BBWQ","BS04","2020-01-07","Ammonia",0.18,"mg/L",25.8740728,-80.1814691,0.5
"17077",759034,"DERM_BBWQ","MW04","2020-02-06","Ammonia",0.01,"mg/L",25.4712872,-80.3792762,0.5
"17078",759036,"DERM_BBWQ","BBMB3","2020-01-10","Ammonia",0.035,"mg/L",25.825666,-80.13375,0.5
"17079",759041,"DERM_BBWQ","TM08","2020-04-02","Ammonia",0.15,"mg/L",25.761778,-80.4810792,0.5
"17080",759060,"DERM_BBWQ","AC01","2020-04-01","Ammonia",0.03,"mg/L",25.9006722,-80.1443668,0.5
"17081",759089,"DERM_BBWQ","BB22","2020-12-04","Ammonia",0.035,"mg/L",25.7562781,-80.1742698,0.5
"17082",759108,"DERM_BBWQ","SK05","2020-10-01","Ammonia",0.11,"mg/L",25.9596526,-80.2054001,0.5
"17083",759146,"DERM_BBWQ","BS04","2020-04-01","Ammonia",0.02,"mg/L",25.8740728,-80.1814691,0.5
"17084",759149,"DERM_BBWQ","BB31","2020-04-04","Ammonia",0.02,"mg/L",25.6937801,-80.2075693,0.5
"17085",759151,"DERM_BBWQ","MW04","2020-06-05","Ammonia",0.03,"mg/L",25.4712872,-80.3792762,0.5
"17086",759152,"DERM_BBWQ","BB15A","2020-03-07","Ammonia",0.02,"mg/L",25.81507571,-80.1752699,0.5
"17087",759165,"DERM_BBWQ","SK01","2020-03-04","Ammonia",0.01,"mg/L",25.9294714,-80.1503688,0.5
"17088",759171,"DERM_BBWQ","LR06","2020-06-03","Ammonia",0.1,"mg/L",25.8539749,-80.1927698,0.5
"17089",759178,"DERM_BBWQ","BB38","2020-03-06","Ammonia",0.01,"mg/L",25.5196864,-80.2393748,0.5
"17090",759256,"DERM_BBWQ","PR04A","2020-11-14","Ammonia",0.035,"mg/L",25.536972,-80.3895984,0.5
"17091",759268,"DERM_BBWQ","BB47","2020-01-09","Ammonia",0.035,"mg/L",25.3367944,-80.3200766,0.5
"17092",759285,"DERM_BBWQ","BBMB4","2020-02-07","Ammonia",0.01,"mg/L",25.846566,-80.127483,0.5
"17093",759292,"DERM_BBWQ","BS11","2020-08-06","Ammonia",0.11,"mg/L",25.927833,-80.35815,0.5
"17094",759300,"DERM_BBWQ","AC01","2020-05-06","Ammonia",0.01,"mg/L",25.9006722,-80.1443668,0.5
"17095",759313,"DERM_BBWQ","BB08","2020-09-13","Ammonia",0.12,"mg/L",25.86423333,-80.17096667,0.5
"17096",759320,"DERM_BBWQ","PR04A","2020-09-12","Ammonia",0.01,"mg/L",25.536972,-80.3895984,0.5
"17097",759327,"DERM_BBWQ","BS10","2020-04-01","Ammonia",0.06,"mg/L",25.9187361,-80.3244952,0.5
"17098",759354,"DERM_BBWQ","BB05A","2020-07-08","Ammonia",0.04,"mg/L",25.9017218,-80.1422694,0.5
"17099",759364,"DERM_BBWQ","BBMB3","2020-09-13","Ammonia",0.09,"mg/L",25.825666,-80.13375,0.5
"17100",759376,"DERM_BBWQ","BB15A","2020-01-10","Ammonia",0.035,"mg/L",25.81507571,-80.1752699,0.5
"17101",759380,"DERM_BBWQ","BB11","2020-05-06","Ammonia",0.02,"mg/L",25.8464751,-80.1669677,0.5
"17102",759397,"DERM_BBWQ","BB37","2020-12-06","Ammonia",0.035,"mg/L",25.570684,-80.19177,0.5
"17103",759398,"DERM_BBWQ","WC04","2020-12-04","Ammonia",0.4,"mg/L",25.7944234,-80.2214498,0.5
"17104",759469,"DERM_BBWQ","SK02","2020-01-07","Ammonia",0.035,"mg/L",25.9319891,-80.1523133,0.5
"17105",759476,"DERM_BBWQ","AR03","2020-11-14","Ammonia",0.036,"mg/L",25.2890129,-80.4430649,0.5
"17106",759477,"DERM_BBWQ","MR08","2020-11-13","Ammonia",0.089,"mg/L",25.8103755,-80.2642734,0.5
"17107",759503,"DERM_BBWQ","AC03","2020-05-06","Ammonia",0.37,"mg/L",25.8998739,-80.1622067,0.5
"17108",759508,"DERM_BBWQ","BB15A","2020-08-09","Ammonia",0.09,"mg/L",25.81507571,-80.1752699,0.5
"17109",759510,"DERM_BBWQ","CD05","2020-08-09","Ammonia",0.06,"mg/L",25.6238368,-80.3436253,0.5
"17110",759513,"DERM_BBWQ","MR03","2020-12-04","Ammonia",0.073,"mg/L",25.778711,-80.2072338,0.5
"17111",759528,"DERM_BBWQ","MR03","2020-11-13","Ammonia",0.087,"mg/L",25.778711,-80.2072338,0.5
"17112",759532,"DERM_BBWQ","SK10","2020-02-05","Ammonia",0.22,"mg/L",25.956833,-80.430633,0.5
"17113",759562,"DERM_BBWQ","MR15","2020-09-11","Ammonia",0.18,"mg/L",25.8959808,-80.379429,0.5
"17114",759564,"DERM_BBWQ","CM02","2020-01-08","Ammonia",0.035,"mg/L",25.78348,-80.23984,0.5
"17115",759574,"DERM_BBWQ","LR06","2020-03-04","Ammonia",0.18,"mg/L",25.8539749,-80.1927698,0.5
"17116",759583,"DERM_BBWQ","WC02","2020-02-05","Ammonia",0.1,"mg/L",25.7843109,-80.2104451,0.5
"17117",759588,"DERM_BBWQ","MR15","2020-04-02","Ammonia",0.13,"mg/L",25.8959808,-80.379429,0.5
"17118",759603,"DERM_BBWQ","BB09","2020-12-03","Ammonia",0.035,"mg/L",25.871374,-80.1550667,0.5
"17119",759607,"DERM_BBWQ","LR01","2020-02-04","Ammonia",0.11,"mg/L",25.8451746,-80.1733678,0.5
"17120",759614,"DERM_BBWQ","FC16","2020-04-03","Ammonia",0.02,"mg/L",25.44785,-80.468733,0.5
"17121",759623,"DERM_BBWQ","SK09","2020-05-06","Ammonia",0.29,"mg/L",25.964234,-80.3110905,0.5
"17122",759633,"DERM_BBWQ","SK05","2020-04-01","Ammonia",0.01,"mg/L",25.9596526,-80.2054001,0.5
"17123",759663,"DERM_BBWQ","CM02","2020-09-10","Ammonia",0.02,"mg/L",25.78348,-80.23984,0.5
"17124",759701,"DERM_BBWQ","LR10","2020-08-07","Ammonia",1.97,"mg/L",25.8695563,-80.3387186,0.5
"17125",759711,"DERM_BBWQ","L31E1","2020-06-05","Ammonia",0.03,"mg/L",25.4926466,-80.346775,0.5
"17126",759723,"DERM_BBWQ","BBMB4","2020-12-06","Ammonia",0.035,"mg/L",25.846566,-80.127483,0.5
"17127",759724,"DERM_BBWQ","MW04","2020-12-05","Ammonia",0.035,"mg/L",25.4712872,-80.3792762,0.5
"17128",759726,"DERM_BBWQ","BL12","2020-09-12","Ammonia",0.34,"mg/L",25.6610226,-80.4306146,0.5
"17129",759741,"DERM_BBWQ","SP08","2020-11-14","Ammonia",0.37,"mg/L",25.7154804,-80.3829744,0.5
"17130",759745,"DERM_BBWQ","BB17","2020-08-07","Ammonia",0.06,"mg/L",25.802675,-80.1659703,0.5
"17131",759760,"DERM_BBWQ","MR08","2020-06-04","Ammonia",0.01,"mg/L",25.8103755,-80.2642734,0.5
"17132",759769,"DERM_BBWQ","MI02","2020-09-12","Ammonia",0.1,"mg/L",25.4893605,-80.3473436,0.5
"17133",759789,"DERM_BBWQ","BB04","2020-11-08","Ammonia",0.035,"mg/L",25.917671,-80.1257684,0.5
"17134",759814,"DERM_BBWQ","WC04","2020-08-07","Ammonia",0.38,"mg/L",25.7944234,-80.2214498,0.5
"17135",759825,"DERM_BBWQ","FC16","2020-05-08","Ammonia",0.01,"mg/L",25.44785,-80.468733,0.5
"17136",759831,"DERM_BBWQ","SK09","2020-11-08","Ammonia",0.2,"mg/L",25.964234,-80.3110905,0.5
"17137",759841,"DERM_BBWQ","BB05A","2020-09-09","Ammonia",0.01,"mg/L",25.9017218,-80.1422694,0.5
"17138",759855,"DERM_BBWQ","TM02","2020-07-10","Ammonia",0.07,"mg/L",25.7855632,-80.2559449,0.5
"17139",759889,"DERM_BBWQ","BB34","2020-11-15","Ammonia",0.035,"mg/L",25.6514821,-80.2590735,0.5
"17140",759898,"DERM_BBWQ","CD09","2020-09-12","Ammonia",0.01,"mg/L",25.6658803,-80.4086772,0.5
"17141",759933,"DERM_BBWQ","AC06","2020-11-08","Ammonia",1.4,"mg/L",25.9083837,-80.1636707,0.5
"17142",759952,"DERM_BBWQ","SP04","2020-08-09","Ammonia",0.18,"mg/L",25.6740799,-80.2840729,0.5
"17143",759965,"DERM_BBWQ","AC06","2020-09-10","Ammonia",1.07,"mg/L",25.9083837,-80.1636707,0.5
"17144",759972,"DERM_BBWQ","TM03A","2020-11-13","Ammonia",0.035,"mg/L",25.7937979,-80.2625108,0.5
"17145",759996,"DERM_BBWQ","BBMB3","2020-10-04","Ammonia",0.07,"mg/L",25.825666,-80.13375,0.5
"17146",760012,"DERM_BBWQ","BB41","2020-05-08","Ammonia",0.01,"mg/L",25.4726881,-80.2844755,0.5
"17147",760094,"DERM_BBWQ","BB34","2020-03-07","Ammonia",0.02,"mg/L",25.6514821,-80.2590735,0.5
"17148",760100,"DERM_BBWQ","CD02","2020-09-12","Ammonia",0.01,"mg/L",25.6111839,-80.3098744,0.5
"17149",760151,"DERM_BBWQ","FC16","2020-11-14","Ammonia",0.035,"mg/L",25.44785,-80.468733,0.5
"17150",760160,"DERM_BBWQ","NO07A","2020-01-09","Ammonia",0.035,"mg/L",25.4628912,-80.4038901,0.5
"17151",760188,"DERM_BBWQ","BB22","2020-08-07","Ammonia",0.07,"mg/L",25.7562781,-80.1742698,0.5
"17152",760261,"DERM_BBWQ","AC01","2020-01-07","Ammonia",0.035,"mg/L",25.9006722,-80.1443668,0.5
"17153",760269,"DERM_BBWQ","CG07","2020-12-06","Ammonia",0.057,"mg/L",25.7410796,-80.3106721,0.5
"17154",760277,"DERM_BBWQ","NO07A","2020-07-11","Ammonia",0.04,"mg/L",25.4628912,-80.4038901,0.5
"17155",760311,"DERM_BBWQ","NO07A","2020-02-06","Ammonia",0.02,"mg/L",25.4628912,-80.4038901,0.5
"17156",760324,"DERM_BBWQ","CG01","2020-06-06","Ammonia",0.02,"mg/L",25.7036788,-80.2472057,0.5
"17157",760344,"DERM_BBWQ","SK05","2020-01-07","Ammonia",0.035,"mg/L",25.9596526,-80.2054001,0.5
"17158",760361,"DERM_BBWQ","BL06","2020-06-05","Ammonia",0.01,"mg/L",25.53604325,-80.32527118,0.5
"17159",760380,"DERM_BBWQ","MI03","2020-12-05","Ammonia",0.093,"mg/L",25.4894593,-80.3635494,0.5
"17160",760382,"DERM_BBWQ","AR03","2020-10-03","Ammonia",0.04,"mg/L",25.2890129,-80.4430649,0.5
"17161",760389,"DERM_BBWQ","BB50","2020-06-05","Ammonia",0.01,"mg/L",25.2298977,-80.3767774,0.5
"17162",760404,"DERM_BBWQ","CD02","2020-12-06","Ammonia",0.035,"mg/L",25.6111839,-80.3098744,0.5
"17163",760411,"DERM_BBWQ","PR04A","2020-03-06","Ammonia",0.01,"mg/L",25.536972,-80.3895984,0.5
"17164",760414,"DERM_BBWQ","AC03","2020-06-03","Ammonia",0.31,"mg/L",25.8998739,-80.1622067,0.5
"17165",760418,"DERM_BBWQ","BB34","2020-07-12","Ammonia",0.08,"mg/L",25.6514821,-80.2590735,0.5
"17166",760422,"DERM_BBWQ","BB08","2020-11-15","Ammonia",0.035,"mg/L",25.86423333,-80.17096667,0.5
"17167",760441,"DERM_BBWQ","AC06","2020-03-04","Ammonia",1.37,"mg/L",25.9083837,-80.1636707,0.5
"17168",760448,"DERM_BBWQ","CG02A","2020-06-06","Ammonia",0.04,"mg/L",25.714687,-80.280868,0.5
"17169",760453,"DERM_BBWQ","BS04","2020-12-03","Ammonia",0.041,"mg/L",25.8740728,-80.1814691,0.5
"17170",760469,"DERM_BBWQ","BISC101","2020-03-06","Ammonia",0.02,"mg/L",25.4783316,-80.320831,0.5
"17171",760487,"DERM_BBWQ","BBMB4","2020-09-12","Ammonia",0.01,"mg/L",25.846566,-80.127483,0.5
"17172",760515,"DERM_BBWQ","FC03","2020-09-11","Ammonia",0.02,"mg/L",25.4480526,-80.3673826,0.5
"17173",760550,"DERM_BBWQ","GL02","2020-09-11","Ammonia",0.78,"mg/L",25.5372206,-80.3330313,0.5
"17174",760553,"DERM_BBWQ","CD01A","2020-01-10","Ammonia",0.039,"mg/L",25.95683333,-80.43063333,0.5
"17175",760623,"DERM_BBWQ","SK09","2020-01-07","Ammonia",0.16,"mg/L",25.964234,-80.3110905,0.5
"17176",760634,"DERM_BBWQ","TM02","2020-10-02","Ammonia",0.07,"mg/L",25.7855632,-80.2559449,0.5
"17177",760643,"DERM_BBWQ","CM02","2020-04-02","Ammonia",0.04,"mg/L",25.78348,-80.23984,0.5
"17178",760647,"DERM_BBWQ","BB39A","2020-09-11","Ammonia",0.01,"mg/L",25.5264328,-80.3070577,0.5
"17179",760654,"DERM_BBWQ","AC03","2020-04-01","Ammonia",0.17,"mg/L",25.8998739,-80.1622067,0.5
"17180",760658,"DERM_BBWQ","TM03A","2020-06-04","Ammonia",0.02,"mg/L",25.7937979,-80.2625108,0.5
"17181",760678,"DERM_BBWQ","GL02","2020-03-06","Ammonia",0.5,"mg/L",25.5372206,-80.3330313,0.5
"17182",760690,"DERM_BBWQ","LR06","2020-05-06","Ammonia",0.32,"mg/L",25.8539749,-80.1927698,0.5
"17183",760697,"DERM_BBWQ","BB41","2020-08-08","Ammonia",0.07,"mg/L",25.4726881,-80.2844755,0.5
"17184",760709,"DERM_BBWQ","MI03","2020-10-03","Ammonia",0.1,"mg/L",25.4894593,-80.3635494,0.5
"17185",760710,"DERM_BBWQ","BB11","2020-10-01","Ammonia",0.07,"mg/L",25.8464751,-80.1669677,0.5
"17186",760716,"DERM_BBWQ","BB34","2020-06-06","Ammonia",0.02,"mg/L",25.6514821,-80.2590735,0.5
"17187",760719,"DERM_BBWQ","CD02","2020-08-09","Ammonia",0.02,"mg/L",25.6111839,-80.3098744,0.5
"17188",760732,"DERM_BBWQ","BS10","2020-08-06","Ammonia",0.11,"mg/L",25.9187361,-80.3244952,0.5
"17189",760750,"DERM_BBWQ","BB48","2020-08-08","Ammonia",0.07,"mg/L",25.308595,-80.3488753,0.5
"17190",760779,"DERM_BBWQ","PR04A","2020-07-11","Ammonia",0.04,"mg/L",25.536972,-80.3895984,0.5
"17191",760783,"DERM_BBWQ","FC03","2020-11-14","Ammonia",0.038,"mg/L",25.4480526,-80.3673826,0.5
"17192",760806,"DERM_BBWQ","SK01","2020-08-06","Ammonia",0.01,"mg/L",25.9294714,-80.1503688,0.5
"17193",760821,"DERM_BBWQ","BBMB3","2020-12-06","Ammonia",0.035,"mg/L",25.825666,-80.13375,0.5
"17194",760829,"DERM_BBWQ","BB34","2020-12-06","Ammonia",0.035,"mg/L",25.6514821,-80.2590735,0.5
"17195",760850,"DERM_BBWQ","GL02","2020-09-12","Ammonia",0.12,"mg/L",25.5372206,-80.3330313,0.5
"17196",760859,"DERM_BBWQ","MI02","2020-03-06","Ammonia",0.08,"mg/L",25.4893605,-80.3473436,0.5
"17197",760871,"DERM_BBWQ","CM02","2020-02-05","Ammonia",0.08,"mg/L",25.78348,-80.23984,0.5
"17198",760874,"DERM_BBWQ","PR03","2020-02-06","Ammonia",0.01,"mg/L",25.5195182,-80.364046,0.5
"17199",760897,"DERM_BBWQ","MI03","2020-02-06","Ammonia",0.04,"mg/L",25.4894593,-80.3635494,0.5
"17200",760932,"DERM_BBWQ","PR08","2020-02-06","Ammonia",0.23,"mg/L",25.5870676,-80.5112166,0.5
"17201",760962,"DERM_BBWQ","BISC127","2020-07-11","Ammonia",0.01,"mg/L",25.6299983,-80.25,0.5
"17202",761006,"DERM_BBWQ","SP08","2020-09-12","Ammonia",0.36,"mg/L",25.7154804,-80.3829744,0.5
"17203",761009,"DERM_BBWQ","BS11","2020-09-10","Ammonia",0.02,"mg/L",25.927833,-80.35815,0.5
"17204",761020,"DERM_BBWQ","MI02","2020-02-06","Ammonia",0.08,"mg/L",25.4893605,-80.3473436,0.5
"17205",761041,"DERM_BBWQ","CD05","2020-07-11","Ammonia",0.01,"mg/L",25.6238368,-80.3436253,0.5
"17206",761046,"DERM_BBWQ","BL06","2020-12-05","Ammonia",0.035,"mg/L",25.53604325,-80.32527118,0.5
"17207",761049,"DERM_BBWQ","CG07","2020-08-09","Ammonia",0.02,"mg/L",25.7410796,-80.3106721,0.5
"17208",761051,"DERM_BBWQ","MR15","2020-12-04","Ammonia",0.23,"mg/L",25.8959808,-80.379429,0.5
"17209",761062,"DERM_BBWQ","BB14","2020-02-04","Ammonia",0.01,"mg/L",25.8300761,-80.1585673,0.5
"17210",761077,"DERM_BBWQ","SP08","2020-07-12","Ammonia",0.33,"mg/L",25.7154804,-80.3829744,0.5
"17211",761087,"DERM_BBWQ","BISC101","2020-09-11","Ammonia",0.01,"mg/L",25.4783316,-80.320831,0.5
"17212",761090,"DERM_BBWQ","BB38","2020-01-09","Ammonia",0.035,"mg/L",25.5196864,-80.2393748,0.5
"17213",761091,"DERM_BBWQ","CD05","2020-01-10","Ammonia",0.035,"mg/L",25.6238368,-80.3436253,0.5
"17214",761098,"DERM_BBWQ","BB14","2020-07-09","Ammonia",0.07,"mg/L",25.8300761,-80.1585673,0.5
"17215",761113,"DERM_BBWQ","BB47","2020-12-05","Ammonia",0.035,"mg/L",25.3367944,-80.3200766,0.5
"17216",761123,"DERM_BBWQ","BB11","2020-07-08","Ammonia",0.06,"mg/L",25.8464751,-80.1669677,0.5
"17217",761143,"DERM_BBWQ","L31E1","2020-09-12","Ammonia",0.12,"mg/L",25.4926466,-80.346775,0.5
"17218",761193,"DERM_BBWQ","BB47","2020-09-12","Ammonia",0.08,"mg/L",25.3367944,-80.3200766,0.5
"17219",761196,"DERM_BBWQ","BB17","2020-06-04","Ammonia",0.01,"mg/L",25.802675,-80.1659703,0.5
"17220",761227,"DERM_BBWQ","L31E1","2020-05-08","Ammonia",0.08,"mg/L",25.4926466,-80.346775,0.5
"17221",761232,"DERM_BBWQ","BB31","2020-06-06","Ammonia",0.01,"mg/L",25.6937801,-80.2075693,0.5
"17222",761237,"DERM_BBWQ","SP01","2020-03-07","Ammonia",0.01,"mg/L",25.6583676,-80.2659342,0.5
"17223",761250,"DERM_BBWQ","OL03","2020-06-03","Ammonia",0.07,"mg/L",25.9637064,-80.1502022,0.5
"17224",761265,"DERM_BBWQ","WC03","2020-06-04","Ammonia",0.12,"mg/L",25.7876538,-80.2150483,0.5
"17225",761292,"DERM_BBWQ","CD09","2020-02-07","Ammonia",0.01,"mg/L",25.6658803,-80.4086772,0.5
"17226",761301,"DERM_BBWQ","BISC122","2020-06-05","Ammonia",0.01,"mg/L",25.4133316,-80.295,0.5
"17227",761303,"DERM_BBWQ","BB50","2020-05-08","Ammonia",0.01,"mg/L",25.2298977,-80.3767774,0.5
"17228",761330,"DERM_BBWQ","AC01","2020-08-06","Ammonia",0.08,"mg/L",25.9006722,-80.1443668,0.5
"17229",761339,"DERM_BBWQ","BISC127","2020-09-13","Ammonia",0.09,"mg/L",25.6299983,-80.25,0.5
"17230",761368,"DERM_BBWQ","SK09","2020-03-04","Ammonia",0.2,"mg/L",25.964234,-80.3110905,0.5
"17231",761402,"DERM_BBWQ","SK01","2020-11-08","Ammonia",0.035,"mg/L",25.9294714,-80.1503688,0.5
"17232",761449,"DERM_BBWQ","TM05","2020-12-04","Ammonia",0.44,"mg/L",25.7625448,-80.3202984,0.5
"17233",761464,"DERM_BBWQ","LR01","2020-01-07","Ammonia",0.052,"mg/L",25.8451746,-80.1733678,0.5
"17234",761485,"DERM_BBWQ","PR04A","2020-10-03","Ammonia",0.01,"mg/L",25.536972,-80.3895984,0.5
"17235",761493,"DERM_BBWQ","BB02","2020-05-06","Ammonia",0.02,"mg/L",25.9448704,-80.1277678,0.5
"17236",761497,"DERM_BBWQ","LR01","2020-07-09","Ammonia",0.13,"mg/L",25.8451746,-80.1733678,0.5
"17237",761509,"DERM_BBWQ","CG02A","2020-01-10","Ammonia",0.048,"mg/L",25.714687,-80.280868,0.5
"17238",761533,"DERM_BBWQ","CD05","2020-09-13","Ammonia",0.02,"mg/L",25.6238368,-80.3436253,0.5
"17239",761576,"DERM_BBWQ","BB24","2020-05-07","Ammonia",0.01,"mg/L",25.7665764,-80.1405694,0.5
"17240",761578,"DERM_BBWQ","BISC127","2020-05-09","Ammonia",0.01,"mg/L",25.6299983,-80.25,0.5
"17241",761588,"DERM_BBWQ","SK05","2020-02-04","Ammonia",0.14,"mg/L",25.9596526,-80.2054001,0.5
"17242",761595,"DERM_BBWQ","SP01","2020-07-12","Ammonia",0.12,"mg/L",25.6583676,-80.2659342,0.5
"17243",761644,"DERM_BBWQ","PR08","2020-07-11","Ammonia",0.14,"mg/L",25.5870676,-80.5112166,0.5
"17244",761650,"DERM_BBWQ","BB22","2020-07-09","Ammonia",0.01,"mg/L",25.7562781,-80.1742698,0.5
"17245",761665,"DERM_BBWQ","TM08","2020-07-10","Ammonia",0.25,"mg/L",25.761778,-80.4810792,0.5
"17246",761731,"DERM_BBWQ","CG02A","2020-12-06","Ammonia",0.035,"mg/L",25.714687,-80.280868,0.5
"17247",761738,"DERM_BBWQ","LR01","2020-08-06","Ammonia",0.15,"mg/L",25.8451746,-80.1733678,0.5
"17248",761750,"DERM_BBWQ","FC03","2020-09-12","Ammonia",0.07,"mg/L",25.4480526,-80.3673826,0.5
"17249",761755,"DERM_BBWQ","AR03","2020-03-06","Ammonia",0.01,"mg/L",25.2890129,-80.4430649,0.5
"17250",761763,"DERM_BBWQ","BB08","2020-12-06","Ammonia",0.035,"mg/L",25.86423333,-80.17096667,0.5
"17251",761807,"DERM_BBWQ","SK05","2020-03-04","Ammonia",0.1,"mg/L",25.9596526,-80.2054001,0.5
"17252",761828,"DERM_BBWQ","SK10","2020-09-11","Ammonia",0.25,"mg/L",25.956833,-80.430633,0.5
"17253",761883,"DERM_BBWQ","LR01","2020-05-06","Ammonia",0.25,"mg/L",25.8451746,-80.1733678,0.5
"17254",761896,"DERM_BBWQ","OL03","2020-09-10","Ammonia",0.07,"mg/L",25.9637064,-80.1502022,0.5
"17255",761914,"DERM_BBWQ","FC16","2020-09-11","Ammonia",0.04,"mg/L",25.44785,-80.468733,0.5
"17256",761920,"DERM_BBWQ","BBMB1","2020-09-11","Ammonia",0.08,"mg/L",25.4659,-80.38429,0.5
"17257",761952,"DERM_BBWQ","FC16","2020-07-10","Ammonia",0.05,"mg/L",25.44785,-80.468733,0.5
"17258",761958,"DERM_BBWQ","BS04","2020-09-09","Ammonia",0.1,"mg/L",25.8740728,-80.1814691,0.5
"17259",761965,"DERM_BBWQ","BB04","2020-10-01","Ammonia",0.06,"mg/L",25.917671,-80.1257684,0.5
"17260",761983,"DERM_BBWQ","BB15A","2020-12-06","Ammonia",0.035,"mg/L",25.81507571,-80.1752699,0.5
"17261",762017,"DERM_BBWQ","BB10","2020-10-01","Ammonia",0.06,"mg/L",25.8695722,-80.1438671,0.5
"17262",762025,"DERM_BBWQ","TM05","2020-07-09","Ammonia",0.36,"mg/L",25.7625448,-80.3202984,0.5
"17263",762036,"DERM_BBWQ","BBMB4","2020-04-04","Ammonia",0.01,"mg/L",25.846566,-80.127483,0.5
"17264",762042,"DERM_BBWQ","SK01","2020-07-08","Ammonia",0.33,"mg/L",25.9294714,-80.1503688,0.5
"17265",762057,"DERM_BBWQ","BBMB2","2020-07-11","Ammonia",0.01,"mg/L",25.80345,-80.145149,0.5
"17266",762120,"DERM_BBWQ","AC01","2020-12-03","Ammonia",0.081,"mg/L",25.9006722,-80.1443668,0.5
"17267",762129,"DERM_BBWQ","BL03","2020-12-05","Ammonia",0.035,"mg/L",25.5490482,-80.3481369,0.5
"17268",762142,"DERM_BBWQ","BB48","2020-06-05","Ammonia",0.02,"mg/L",25.308595,-80.3488753,0.5
"17269",762148,"DERM_BBWQ","LR08","2020-02-04","Ammonia",0.57,"mg/L",25.8703617,-80.2907737,0.5
"17270",762167,"DERM_BBWQ","MR07","2020-02-05","Ammonia",0.13,"mg/L",25.8072788,-80.2601771,0.5
"17271",762175,"DERM_BBWQ","MR05","2020-05-07","Ammonia",0.16,"mg/L",25.7857488,-80.2266574,0.5
"17272",762202,"DERM_BBWQ","BB39A","2020-01-09","Ammonia",0.035,"mg/L",25.5264328,-80.3070577,0.5
"17273",762208,"DERM_BBWQ","SP08","2020-03-07","Ammonia",0.41,"mg/L",25.7154804,-80.3829744,0.5
"17274",762225,"DERM_BBWQ","AR03","2020-04-03","Ammonia",0.01,"mg/L",25.2890129,-80.4430649,0.5
"17275",762236,"DERM_BBWQ","MW13","2020-09-11","Ammonia",0.14,"mg/L",25.5174877,-80.5425794,0.5
"17276",762290,"DERM_BBWQ","GL02","2020-05-08","Ammonia",0.08,"mg/L",25.5372206,-80.3330313,0.5
"17277",762293,"DERM_BBWQ","BB22","2020-05-07","Ammonia",0.01,"mg/L",25.7562781,-80.1742698,0.5
"17278",762299,"DERM_BBWQ","BBMB3","2020-08-09","Ammonia",0.12,"mg/L",25.825666,-80.13375,0.5
"17279",762319,"DERM_BBWQ","BS10","2020-03-04","Ammonia",0.17,"mg/L",25.9187361,-80.3244952,0.5
"17280",762326,"DERM_BBWQ","SP01","2020-09-12","Ammonia",0.08,"mg/L",25.6583676,-80.2659342,0.5
"17281",762334,"DERM_BBWQ","BB02","2020-02-04","Ammonia",0.01,"mg/L",25.9448704,-80.1277678,0.5
"17282",762351,"DERM_BBWQ","LR06","2020-07-09","Ammonia",0.26,"mg/L",25.8539749,-80.1927698,0.5
"17283",762361,"DERM_BBWQ","WC02","2020-07-10","Ammonia",0.13,"mg/L",25.7843109,-80.2104451,0.5
"17284",762368,"DERM_BBWQ","MW13","2020-08-08","Ammonia",0.19,"mg/L",25.5174877,-80.5425794,0.5
"17285",762394,"DERM_BBWQ","BB41","2020-07-10","Ammonia",0.01,"mg/L",25.4726881,-80.2844755,0.5
"17286",762405,"DERM_BBWQ","AC01","2020-11-08","Ammonia",0.035,"mg/L",25.9006722,-80.1443668,0.5
"17287",762408,"DERM_BBWQ","AC03","2020-07-08","Ammonia",0.58,"mg/L",25.8998739,-80.1622067,0.5
"17288",762424,"DERM_BBWQ","SK10","2020-12-04","Ammonia",0.34,"mg/L",25.956833,-80.430633,0.5
"17289",762438,"DERM_BBWQ","BBMB3","2020-02-07","Ammonia",0.01,"mg/L",25.825666,-80.13375,0.5
"17290",762439,"DERM_BBWQ","PR08","2020-05-08","Ammonia",0.08,"mg/L",25.5870676,-80.5112166,0.5
"17291",762480,"DERM_BBWQ","BISC122","2020-09-12","Ammonia",0.08,"mg/L",25.4133316,-80.295,0.5
"17292",762488,"DERM_BBWQ","SK05","2020-08-06","Ammonia",0.4,"mg/L",25.9596526,-80.2054001,0.5
"17293",762497,"DERM_BBWQ","TM02","2020-09-11","Ammonia",0.18,"mg/L",25.7855632,-80.2559449,0.5
"17294",762510,"DERM_BBWQ","BB26","2020-06-04","Ammonia",0.01,"mg/L",25.747777,-80.1850708,0.5
"17295",762541,"DERM_BBWQ","MR08","2020-12-04","Ammonia",0.046,"mg/L",25.8103755,-80.2642734,0.5
