"","X","source","datetime","site","analyte","value","units","latitude","longitude","sample_depth"
"1886","...183176","BROWARD","'05/16/2007'","16","Ammonia+Ammonium",0.078,"mg/l",NA,NA,0.5
"1887","...183186","BROWARD","'05/16/2007'","25","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1888","...183199","BROWARD","'05/16/2007'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1889","...183206","BROWARD","'05/16/2007'","64","Ammonia+Ammonium",0.106,"mg/l",NA,NA,0.5
"1890","...183217","BROWARD","'05/16/2007'","40","Ammonia+Ammonium",0.015,"mg/l",NA,NA,0.5
"1891","...183234","BROWARD","'05/16/2007'","24","Ammonia+Ammonium",0.04,"mg/l",NA,NA,0.5
"1892","...183241","BROWARD","'05/16/2007'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1893","...183251","BROWARD","'05/16/2007'","26","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1894","...183265","BROWARD","'05/16/2007'","41","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1895","...183277","BROWARD","'05/16/2007'","27","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1896","...183284","BROWARD","'05/16/2007'","27","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1897","...183304","BROWARD","'05/16/2007'","21","Ammonia+Ammonium",0.121,"mg/l",NA,NA,0.5
"1898","...183314","BROWARD","'05/15/2007'","29","Ammonia+Ammonium",0.555,"mg/l",NA,NA,0.5
"1899","...183323","BROWARD","'05/15/2007'","114","Ammonia+Ammonium",0.092,"mg/l",NA,NA,0.5
"1900","...183331","BROWARD","'05/15/2007'","114","Ammonia+Ammonium",0.082,"mg/l",NA,NA,0.5
"1901","...183348","BROWARD","'05/15/2007'","32","Ammonia+Ammonium",0.166,"mg/l",NA,NA,0.5
"1902","...183356","BROWARD","'05/15/2007'","23","Ammonia+Ammonium",0.546,"mg/l",NA,NA,0.5
"1903","...183367","BROWARD","'05/14/2007'","89","Ammonia+Ammonium",0.055,"mg/l",NA,NA,0.5
"1904","...183378","BROWARD","'05/14/2007'","8","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1905","...183389","BROWARD","'05/14/2007'","111","Ammonia+Ammonium",0.035,"mg/l",NA,NA,0.5
"1906","...183398","BROWARD","'05/14/2007'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1907","...183407","BROWARD","'05/14/2007'","112","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1908","...183423","BROWARD","'05/14/2007'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1909","...183429","BROWARD","'05/14/2007'","4","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1910","...183447","BROWARD","'05/14/2007'","5","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1911","...183449","BROWARD","'05/14/2007'","4","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1912","...183461","BROWARD","'05/14/2007'","35","Ammonia+Ammonium",0.015,"mg/l",NA,NA,0.5
"1913","...183476","BROWARD","'05/14/2007'","3","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1914","...183488","BROWARD","'05/14/2007'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1915","...183494","BROWARD","'05/14/2007'","6","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1916","...183511","BROWARD","'05/14/2007'","34","Ammonia+Ammonium",0.019,"mg/l",NA,NA,0.5
"1917","...183518","BROWARD","'05/14/2007'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1918","...183530","BROWARD","'05/14/2007'","2","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1919","...183540","BROWARD","'05/14/2007'","33","Ammonia+Ammonium",0.026,"mg/l",NA,NA,0.5
"1920","...183547","BROWARD","'05/14/2007'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1921","...183562","BROWARD","'05/14/2007'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1922","...183579","BROWARD","'05/14/2007'","12","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1923","...183589","BROWARD","'05/14/2007'","1","Ammonia+Ammonium",0.023,"mg/l",NA,NA,0.5
"1924","...183600","BROWARD","'05/14/2007'","110","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1925","...183607","BROWARD","'05/14/2007'","14","Ammonia+Ammonium",0.043,"mg/l",NA,NA,0.5
"1926","...183620","BROWARD","'02/21/2007'","22","Ammonia+Ammonium",0.575,"mg/l",NA,NA,0.5
"1927","...183634","BROWARD","'02/21/2007'","10","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1928","...183637","BROWARD","'02/21/2007'","28","Ammonia+Ammonium",0.14,"mg/l",NA,NA,0.5
"1929","...183656","BROWARD","'02/21/2007'","31","Ammonia+Ammonium",0.193,"mg/l",NA,NA,0.5
"1930","...183665","BROWARD","'02/21/2007'","49","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1931","...183675","BROWARD","'02/21/2007'","20","Ammonia+Ammonium",0.019,"mg/l",NA,NA,0.5
"1932","...183684","BROWARD","'02/21/2007'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1933","...183695","BROWARD","'02/21/2007'","25","Ammonia+Ammonium",0.071,"mg/l",NA,NA,0.5
"1934","...183702","BROWARD","'02/21/2007'","90","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1935","...183721","BROWARD","'02/21/2007'","39","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1936","...183732","BROWARD","'02/21/2007'","90","Ammonia+Ammonium",0.031,"mg/l",NA,NA,0.5
"1937","...183736","BROWARD","'02/21/2007'","24","Ammonia+Ammonium",0.015,"mg/l",NA,NA,0.5
"1938","...183750","BROWARD","'02/21/2007'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1939","...183761","BROWARD","'02/21/2007'","19","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1940","...183772","BROWARD","'02/21/2007'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1941","...183783","BROWARD","'02/21/2007'","15","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1942","...183792","BROWARD","'02/21/2007'","26","Ammonia+Ammonium",0.056,"mg/l",NA,NA,0.5
"1943","...183809","BROWARD","'02/21/2007'","27","Ammonia+Ammonium",0.119,"mg/l",NA,NA,0.5
"1944","...183819","BROWARD","'02/21/2007'","16","Ammonia+Ammonium",0.082,"mg/l",NA,NA,0.5
"1945","...183829","BROWARD","'02/21/2007'","41","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1946","...183837","BROWARD","'02/21/2007'","27","Ammonia+Ammonium",0.116,"mg/l",NA,NA,0.5
"1947","...183854","BROWARD","'02/21/2007'","64","Ammonia+Ammonium",0.086,"mg/l",NA,NA,0.5
"1948","...183858","BROWARD","'02/21/2007'","17","Ammonia+Ammonium",0.027,"mg/l",NA,NA,0.5
"1949","...183868","BROWARD","'02/21/2007'","21","Ammonia+Ammonium",0.339,"mg/l",NA,NA,0.5
"1950","...183881","BROWARD","'02/20/2007'","29","Ammonia+Ammonium",0.568,"mg/l",NA,NA,0.5
"1951","...183897","BROWARD","'02/20/2007'","114","Ammonia+Ammonium",0.304,"mg/l",NA,NA,0.5
"1952","...183906","BROWARD","'02/20/2007'","114","Ammonia+Ammonium",0.321,"mg/l",NA,NA,0.5
"1953","...183913","BROWARD","'02/20/2007'","32","Ammonia+Ammonium",0.174,"mg/l",NA,NA,0.5
"1954","...183928","BROWARD","'02/20/2007'","23","Ammonia+Ammonium",0.584,"mg/l",NA,NA,0.5
"1955","...183941","BROWARD","'02/19/2007'","37","Ammonia+Ammonium",0.023,"mg/l",NA,NA,0.5
"1956","...183948","BROWARD","'02/19/2007'","111","Ammonia+Ammonium",0.072,"mg/l",NA,NA,0.5
"1957","...183963","BROWARD","'02/19/2007'","112","Ammonia+Ammonium",0.056,"mg/l",NA,NA,0.5
"1958","...183966","BROWARD","'02/19/2007'","36","Ammonia+Ammonium",0.033,"mg/l",NA,NA,0.5
"1959","...183983","BROWARD","'02/19/2007'","5","Ammonia+Ammonium",0.052,"mg/l",NA,NA,0.5
"1960","...183997","BROWARD","'02/19/2007'","8","Ammonia+Ammonium",0.055,"mg/l",NA,NA,0.5
"1961","...184006","BROWARD","'02/19/2007'","35","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"1962","...184010","BROWARD","'02/19/2007'","35","Ammonia+Ammonium",0.021,"mg/l",NA,NA,0.5
"1963","...184025","BROWARD","'02/19/2007'","89","Ammonia+Ammonium",0.087,"mg/l",NA,NA,0.5
"1964","...184031","BROWARD","'02/19/2007'","6","Ammonia+Ammonium",0.093,"mg/l",NA,NA,0.5
"1965","...184043","BROWARD","'02/19/2007'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1966","...184058","BROWARD","'02/19/2007'","33","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"1967","...184072","BROWARD","'02/19/2007'","7","Ammonia+Ammonium",0.058,"mg/l",NA,NA,0.5
"1968","...184082","BROWARD","'02/19/2007'","4","Ammonia+Ammonium",0.392,"mg/l",NA,NA,0.5
"1969","...184086","BROWARD","'02/19/2007'","4","Ammonia+Ammonium",0.398,"mg/l",NA,NA,0.5
"1970","...184102","BROWARD","'02/19/2007'","11","Ammonia+Ammonium",0.046,"mg/l",NA,NA,0.5
"1971","...184111","BROWARD","'02/19/2007'","3","Ammonia+Ammonium",0.193,"mg/l",NA,NA,0.5
"1972","...184125","BROWARD","'02/19/2007'","1","Ammonia+Ammonium",0.038,"mg/l",NA,NA,0.5
"1973","...184138","BROWARD","'02/19/2007'","11","Ammonia+Ammonium",0.038,"mg/l",NA,NA,0.5
"1974","...184151","BROWARD","'02/19/2007'","12","Ammonia+Ammonium",0.059,"mg/l",NA,NA,0.5
"1975","...184159","BROWARD","'02/19/2007'","2","Ammonia+Ammonium",0.024,"mg/l",NA,NA,0.5
"1976","...184167","BROWARD","'02/19/2007'","110","Ammonia+Ammonium",0.024,"mg/l",NA,NA,0.5
"1977","...184175","BROWARD","'02/19/2007'","14","Ammonia+Ammonium",0.225,"mg/l",NA,NA,0.5
"1978","...184194","BROWARD","'11/30/2006'","31","Ammonia+Ammonium",0.135,"mg/l",NA,NA,0.5
"1979","...184206","BROWARD","'11/30/2006'","21","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1980","...184215","BROWARD","'11/30/2006'","22","Ammonia+Ammonium",0.548,"mg/l",NA,NA,0.5
"1981","...184239","BROWARD","'11/30/2006'","28","Ammonia+Ammonium",0.211,"mg/l",NA,NA,0.5
"1982","...184288","BROWARD","'11/30/2006'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1983","...184292","BROWARD","'11/30/2006'","27","Ammonia+Ammonium",0.091,"mg/l",NA,NA,0.5
"1984","...184326","BROWARD","'11/30/2006'","27","Ammonia+Ammonium",0.098,"mg/l",NA,NA,0.5
"1985","...184498","BROWARD","'11/29/2006'","4","Ammonia+Ammonium",0.341,"mg/l",NA,NA,0.5
"1986","...184507","BROWARD","'11/29/2006'","4","Ammonia+Ammonium",0.286,"mg/l",NA,NA,0.5
"1987","...184528","BROWARD","'11/29/2006'","6","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1988","...184544","BROWARD","'11/29/2006'","3","Ammonia+Ammonium",0.146,"mg/l",NA,NA,0.5
"1989","...184566","BROWARD","'11/29/2006'","7","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1990","...184568","BROWARD","'11/29/2006'","2","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1991","...184606","BROWARD","'11/29/2006'","110","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1992","...184609","BROWARD","'11/29/2006'","12","Ammonia+Ammonium",0.028,"mg/l",NA,NA,0.5
"1993","...184638","BROWARD","'11/29/2006'","8","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1994","...184650","BROWARD","'11/29/2006'","14","Ammonia+Ammonium",0.46,"mg/l",NA,NA,0.5
"1995","...184655","BROWARD","'11/29/2006'","89","Ammonia+Ammonium",NA,"",NA,NA,0.5
"1996","...184671","BROWARD","'11/28/2006'","29","Ammonia+Ammonium",0.473,"mg/l",NA,NA,0.5
"1997","...184682","BROWARD","'11/28/2006'","29","Ammonia+Ammonium",0.517,"mg/l",NA,NA,0.5
"1998","...184688","BROWARD","'11/28/2006'","114","Ammonia+Ammonium",0.333,"mg/l",NA,NA,0.5
"1999","...184704","BROWARD","'11/28/2006'","32","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2000","...184708","BROWARD","'11/28/2006'","23","Ammonia+Ammonium",0.446,"mg/l",NA,NA,0.5
"2001","...184725","BROWARD","'08/24/2006'","20","Ammonia+Ammonium",0.2,"mg/l",NA,NA,0.5
"2002","...184729","BROWARD","'08/24/2006'","10","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2003","...184747","BROWARD","'08/24/2006'","28","Ammonia+Ammonium",0.083,"mg/l",NA,NA,0.5
"2004","...184752","BROWARD","'08/24/2006'","90","Ammonia+Ammonium",0.13,"mg/l",NA,NA,0.5
"2005","...184763","BROWARD","'08/24/2006'","90","Ammonia+Ammonium",0.135,"mg/l",NA,NA,0.5
"2006","...184781","BROWARD","'08/24/2006'","49","Ammonia+Ammonium",0.036,"mg/l",NA,NA,0.5
"2007","...184784","BROWARD","'08/24/2006'","31","Ammonia+Ammonium",0.2,"mg/l",NA,NA,0.5
"2008","...184796","BROWARD","'08/24/2006'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2009","...184816","BROWARD","'08/24/2006'","15","Ammonia+Ammonium",0.064,"mg/l",NA,NA,0.5
"2010","...184830","BROWARD","'08/24/2006'","16","Ammonia+Ammonium",0.199,"mg/l",NA,NA,0.5
"2011","...184845","BROWARD","'08/24/2006'","22","Ammonia+Ammonium",0.415,"mg/l",NA,NA,0.5
"2012","...184850","BROWARD","'08/24/2006'","40","Ammonia+Ammonium",0.032,"mg/l",NA,NA,0.5
"2013","...184858","BROWARD","'08/24/2006'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2014","...184874","BROWARD","'08/24/2006'","25","Ammonia+Ammonium",0.263,"mg/l",NA,NA,0.5
"2015","...184887","BROWARD","'08/24/2006'","64","Ammonia+Ammonium",0.202,"mg/l",NA,NA,0.5
"2016","...184900","BROWARD","'08/24/2006'","24","Ammonia+Ammonium",0.029,"mg/l",NA,NA,0.5
"2017","...184910","BROWARD","'08/24/2006'","41","Ammonia+Ammonium",0.041,"mg/l",NA,NA,0.5
"2018","...184913","BROWARD","'08/24/2006'","19","Ammonia+Ammonium",0.106,"mg/l",NA,NA,0.5
"2019","...184924","BROWARD","'08/24/2006'","26","Ammonia+Ammonium",0.191,"mg/l",NA,NA,0.5
"2020","...184944","BROWARD","'08/24/2006'","27","Ammonia+Ammonium",0.329,"mg/l",NA,NA,0.5
"2021","...184951","BROWARD","'08/24/2006'","21","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2022","...184963","BROWARD","'08/24/2006'","27","Ammonia+Ammonium",0.337,"mg/l",NA,NA,0.5
"2023","...184975","BROWARD","'08/24/2006'","17","Ammonia+Ammonium",0.316,"mg/l",NA,NA,0.5
"2024","...184986","BROWARD","'08/23/2006'","8","Ammonia+Ammonium",0.058,"mg/l",NA,NA,0.5
"2025","...184998","BROWARD","'08/23/2006'","89","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2026","...185002","BROWARD","'08/23/2006'","37","Ammonia+Ammonium",0.055,"mg/l",NA,NA,0.5
"2027","...185016","BROWARD","'08/23/2006'","111","Ammonia+Ammonium",0.052,"mg/l",NA,NA,0.5
"2028","...185031","BROWARD","'08/23/2006'","112","Ammonia+Ammonium",0.086,"mg/l",NA,NA,0.5
"2029","...185038","BROWARD","'08/23/2006'","5","Ammonia+Ammonium",0.028,"mg/l",NA,NA,0.5
"2030","...185049","BROWARD","'08/23/2006'","4","Ammonia+Ammonium",0.232,"mg/l",NA,NA,0.5
"2031","...185056","BROWARD","'08/23/2006'","4","Ammonia+Ammonium",0.295,"mg/l",NA,NA,0.5
"2032","...185072","BROWARD","'08/23/2006'","36","Ammonia+Ammonium",0.024,"mg/l",NA,NA,0.5
"2033","...185079","BROWARD","'08/23/2006'","6","Ammonia+Ammonium",0.05,"mg/l",NA,NA,0.5
"2034","...185094","BROWARD","'08/23/2006'","3","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2035","...185101","BROWARD","'08/23/2006'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2036","...185109","BROWARD","'08/23/2006'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2037","...185127","BROWARD","'08/23/2006'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2038","...185130","BROWARD","'08/23/2006'","7","Ammonia+Ammonium",0.082,"mg/l",NA,NA,0.5
"2039","...185141","BROWARD","'08/23/2006'","2","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2040","...185152","BROWARD","'08/23/2006'","33","Ammonia+Ammonium",0.068,"mg/l",NA,NA,0.5
"2041","...185172","BROWARD","'08/23/2006'","11","Ammonia+Ammonium",0.019,"mg/l",NA,NA,0.5
"2042","...185184","BROWARD","'08/23/2006'","11","Ammonia+Ammonium",0.029,"mg/l",NA,NA,0.5
"2043","...185195","BROWARD","'08/23/2006'","1","Ammonia+Ammonium",0.096,"mg/l",NA,NA,0.5
"2044","...185196","BROWARD","'08/23/2006'","12","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2045","...185208","BROWARD","'08/23/2006'","110","Ammonia+Ammonium",0.105,"mg/l",NA,NA,0.5
"2046","...185223","BROWARD","'08/23/2006'","14","Ammonia+Ammonium",0.1,"mg/l",NA,NA,0.5
"2047","...185231","BROWARD","'08/22/2006'","29","Ammonia+Ammonium",0.193,"mg/l",NA,NA,0.5
"2048","...185250","BROWARD","'08/22/2006'","29","Ammonia+Ammonium",0.181,"mg/l",NA,NA,0.5
"2049","...185251","BROWARD","'08/22/2006'","114","Ammonia+Ammonium",0.158,"mg/l",NA,NA,0.5
"2050","...185272","BROWARD","'08/22/2006'","32","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2051","...185280","BROWARD","'08/22/2006'","23","Ammonia+Ammonium",0.086,"mg/l",NA,NA,0.5
"2052","...185292","BROWARD","'06/01/2006'","111","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2053","...185310","BROWARD","'06/01/2006'","112","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2054","...185321","BROWARD","'06/01/2006'","5","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2055","...185333","BROWARD","'06/01/2006'","26","Ammonia+Ammonium",0.041,"mg/l",NA,NA,0.5
"2056","...185344","BROWARD","'06/01/2006'","24","Ammonia+Ammonium",0.049,"mg/l",NA,NA,0.5
"2057","...185353","BROWARD","'06/01/2006'","25","Ammonia+Ammonium",0.116,"mg/l",NA,NA,0.5
"2058","...185359","BROWARD","'06/01/2006'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2059","...185380","BROWARD","'06/01/2006'","6","Ammonia+Ammonium",0.112,"mg/l",NA,NA,0.5
"2060","...185393","BROWARD","'06/01/2006'","39","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2061","...185404","BROWARD","'06/01/2006'","7","Ammonia+Ammonium",0.047,"mg/l",NA,NA,0.5
"2062","...185413","BROWARD","'06/01/2006'","27","Ammonia+Ammonium",0.125,"mg/l",NA,NA,0.5
"2063","...185425","BROWARD","'06/01/2006'","27","Ammonia+Ammonium",0.128,"mg/l",NA,NA,0.5
"2064","...185432","BROWARD","'06/01/2006'","40","Ammonia+Ammonium",0.04,"mg/l",NA,NA,0.5
"2065","...185448","BROWARD","'06/01/2006'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2066","...185452","BROWARD","'06/01/2006'","31","Ammonia+Ammonium",0.072,"mg/l",NA,NA,0.5
"2067","...185466","BROWARD","'06/01/2006'","12","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2068","...185474","BROWARD","'06/01/2006'","41","Ammonia+Ammonium",0.033,"mg/l",NA,NA,0.5
"2069","...185493","BROWARD","'06/01/2006'","41","Ammonia+Ammonium",0.046,"mg/l",NA,NA,0.5
"2070","...185499","BROWARD","'06/01/2006'","12","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"2071","...185515","BROWARD","'06/01/2006'","28","Ammonia+Ammonium",0.207,"mg/l",NA,NA,0.5
"2072","...185522","BROWARD","'06/01/2006'","14","Ammonia+Ammonium",0.066,"mg/l",NA,NA,0.5
"2073","...185535","BROWARD","'06/01/2006'","22","Ammonia+Ammonium",0.337,"mg/l",NA,NA,0.5
"2074","...185550","BROWARD","'05/31/2006'","8","Ammonia+Ammonium",0.032,"mg/l",NA,NA,0.5
"2075","...185553","BROWARD","'05/31/2006'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2076","...185567","BROWARD","'05/31/2006'","89","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2077","...185582","BROWARD","'05/31/2006'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2078","...185594","BROWARD","'05/31/2006'","20","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2079","...185595","BROWARD","'05/31/2006'","20","Ammonia+Ammonium",0.018,"mg/l",NA,NA,0.5
"2080","...185607","BROWARD","'05/31/2006'","90","Ammonia+Ammonium",0.034,"mg/l",NA,NA,0.5
"2081","...185625","BROWARD","'05/31/2006'","35","Ammonia+Ammonium",0.017,"mg/l",NA,NA,0.5
"2082","...185629","BROWARD","'05/31/2006'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2083","...185649","BROWARD","'05/31/2006'","4","Ammonia+Ammonium",0.043,"mg/l",NA,NA,0.5
"2084","...185660","BROWARD","'05/31/2006'","19","Ammonia+Ammonium",0.02,"mg/l",NA,NA,0.5
"2085","...185666","BROWARD","'05/31/2006'","4","Ammonia+Ammonium",0.036,"mg/l",NA,NA,0.5
"2086","...185679","BROWARD","'05/31/2006'","34","Ammonia+Ammonium",NA,"mg/l",NA,NA,0.5
"2087","...185683","BROWARD","'05/31/2006'","3","Ammonia+Ammonium",0.028,"mg/l",NA,NA,0.5
"2088","...185697","BROWARD","'05/31/2006'","15","Ammonia+Ammonium",0.018,"mg/l",NA,NA,0.5
"2089","...185709","BROWARD","'05/31/2006'","33","Ammonia+Ammonium",0.022,"mg/l",NA,NA,0.5
"2090","...185720","BROWARD","'05/31/2006'","16","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2091","...185736","BROWARD","'05/31/2006'","1","Ammonia+Ammonium",0.018,"mg/l",NA,NA,0.5
"2092","...185738","BROWARD","'05/31/2006'","2","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2093","...185753","BROWARD","'05/31/2006'","64","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2094","...185760","BROWARD","'05/31/2006'","17","Ammonia+Ammonium",0.029,"mg/l",NA,NA,0.5
"2095","...185779","BROWARD","'05/31/2006'","110","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2096","...185783","BROWARD","'05/31/2006'","21","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2097","...185800","BROWARD","'05/30/2006'","32","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2098","...185804","BROWARD","'05/30/2006'","114","Ammonia+Ammonium",0.128,"mg/l",NA,NA,0.5
"2099","...185816","BROWARD","'05/30/2006'","114","Ammonia+Ammonium",0.127,"mg/l",NA,NA,0.5
"2100","...185832","BROWARD","'05/30/2006'","29","Ammonia+Ammonium",0.45,"mg/l",NA,NA,0.5
"2101","...185847","BROWARD","'05/30/2006'","23","Ammonia+Ammonium",0.18,"mg/l",NA,NA,0.5
"2102","...185851","BROWARD","'02/23/2006'","10","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2103","...185865","BROWARD","'02/23/2006'","49","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2104","...185879","BROWARD","'02/23/2006'","22","Ammonia+Ammonium",0.201,"mg/l",NA,NA,0.5
"2105","...185885","BROWARD","'02/23/2006'","28","Ammonia+Ammonium",0.4,"mg/l",NA,NA,0.5
"2106","...185896","BROWARD","'02/23/2006'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2107","...185904","BROWARD","'02/23/2006'","38","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2108","...185920","BROWARD","'02/23/2006'","21","Ammonia+Ammonium",0.153,"mg/l",NA,NA,0.5
"2109","...185927","BROWARD","'02/23/2006'","20","Ammonia+Ammonium",0.121,"mg/l",NA,NA,0.5
"2110","...185938","BROWARD","'02/23/2006'","90","Ammonia+Ammonium",0.099,"mg/l",NA,NA,0.5
"2111","...185956","BROWARD","'02/23/2006'","31","Ammonia+Ammonium",0.171,"mg/l",NA,NA,0.5
"2112","...185965","BROWARD","'02/23/2006'","39","Ammonia+Ammonium",0.019,"mg/l",NA,NA,0.5
"2113","...185979","BROWARD","'02/23/2006'","31","Ammonia+Ammonium",0.154,"mg/l",NA,NA,0.5
"2114","...185986","BROWARD","'02/23/2006'","19","Ammonia+Ammonium",0.076,"mg/l",NA,NA,0.5
"2115","...185997","BROWARD","'02/23/2006'","40","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2116","...186011","BROWARD","'02/23/2006'","15","Ammonia+Ammonium",0.056,"mg/l",NA,NA,0.5
"2117","...186023","BROWARD","'02/23/2006'","15","Ammonia+Ammonium",0.058,"mg/l",NA,NA,0.5
"2118","...186029","BROWARD","'02/23/2006'","41","Ammonia+Ammonium",0.036,"mg/l",NA,NA,0.5
"2119","...186039","BROWARD","'02/23/2006'","25","Ammonia+Ammonium",0.138,"mg/l",NA,NA,0.5
"2120","...186048","BROWARD","'02/23/2006'","16","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2121","...186066","BROWARD","'02/23/2006'","24","Ammonia+Ammonium",0.09,"mg/l",NA,NA,0.5
"2122","...186069","BROWARD","'02/23/2006'","64","Ammonia+Ammonium",0.125,"mg/l",NA,NA,0.5
"2123","...186079","BROWARD","'02/23/2006'","26","Ammonia+Ammonium",0.169,"mg/l",NA,NA,0.5
"2124","...186091","BROWARD","'02/23/2006'","17","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2125","...186107","BROWARD","'02/23/2006'","27","Ammonia+Ammonium",0.283,"mg/l",NA,NA,0.5
"2126","...186119","BROWARD","'02/22/2006'","37","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2127","...186131","BROWARD","'02/22/2006'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2128","...186135","BROWARD","'02/22/2006'","36","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2129","...186149","BROWARD","'02/22/2006'","35","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2130","...186158","BROWARD","'02/22/2006'","14","Ammonia+Ammonium",0.268,"mg/l",NA,NA,0.5
"2131","...186174","BROWARD","'02/22/2006'","8","Ammonia+Ammonium",0.041,"mg/l",NA,NA,0.5
"2132","...186182","BROWARD","'02/22/2006'","34","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2133","...186190","BROWARD","'02/22/2006'","111","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2134","...186203","BROWARD","'02/22/2006'","8","Ammonia+Ammonium",0.049,"mg/l",NA,NA,0.5
"2135","...186221","BROWARD","'02/22/2006'","112","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2136","...186224","BROWARD","'02/22/2006'","33","Ammonia+Ammonium",NA,"",NA,NA,0.5
"2137","...186240","BROWARD","'02/22/2006'","11","Ammonia+Ammonium",NA,"",NA,NA,0.5
